time (fs),deltaI
364.6323194,-0.072361756
364.5683211,-0.08492457
364.5043228,-0.092462259
364.4403245,-0.074874319
364.3763262,-0.061055223
364.3123278,-0.034673313
364.2483295,-0.01457281
364.1843312,0.019346789
364.1203329,0.052010107
364.0563346,0.084673424
363.9923363,0.117336742
363.928338,0.117336742
363.8643397,0.136180963
363.8003414,0.141206089
363.7363431,0.143718652
363.6723448,0.136180963
363.6083465,0.138693526
363.5443482,0.14246237
363.4803499,0.136180963
363.4163516,0.162562873
363.3523533,0.178894532
363.288355,0.195226191
363.2243567,0.212814131
363.1603584,0.224120664
363.0963601,0.222864383
363.0323618,0.209045287
362.9683635,0.201507598
362.9043652,0.167587999
362.8403669,0.146231215
362.7763686,0.122361867
362.7123703,0.08969855
362.648372,0.068341765
362.5843737,0.043216137
362.5203754,0.035678448
362.4563771,0.011809101
362.3923788,0.003015131
362.3283805,-0.00577884
362.2643822,-0.018341654
362.2003839,-0.013316528
362.1363856,-0.013316528
362.0723873,-0.002009995
362.008389,0.008040256
361.9443907,0.041959855
361.8803924,0.075879454
361.8163941,0.104773927
361.7523958,0.14246237
361.6883975,0.153768903
361.6243992,0.171356844
361.5604009,0.178894532
361.4964026,0.178894532
361.4324043,0.158794029
361.368406,0.126130712
361.3044077,0.102261364
361.2404094,0.069598047
361.1764111,0.060804077
361.1124128,0.050753825
361.0484145,0.039447292
360.9844162,0.034422167
360.9204179,0.046984981
360.8564196,0.065829203
360.7924213,0.065829203
360.728423,0.075879454
360.6644247,0.055778951
360.6004264,0.046984981
360.5364281,0.044472418
360.4724298,0.035678448
360.4084315,0.023115634
360.3444332,0.004271412
360.2804349,0.010552819
360.2164366,0.015577945
360.1524383,0.035678448
360.08844,0.057035232
360.0244417,0.057035232
359.9604434,0.062060358
359.8964451,0.067085484
359.8324468,0.07211061
359.7684485,0.050753825
359.7044502,0.033165885
359.6404519,0.016834226
359.5764536,-0.007035121
359.5124553,-0.002009995
359.448457,-0.004522558
359.3844586,-0.004522558
359.3204603,-0.013316528
359.256462,-0.008291402
359.1924637,-0.010803965
359.1284654,-0.020854217
359.0644671,-0.020854217
359.0004688,-0.052261253
358.9364705,-0.071105474
358.8724722,-0.071105474
358.8084739,-0.062311504
358.7444756,-0.048492408
358.6804773,-0.022110498
358.616479,0.023115634
358.5524807,0.055778951
358.4884824,0.112311616
358.4244841,0.161306592
358.3604858,0.183919658
358.2964875,0.196482472
358.2324892,0.196482472
358.1684909,0.185175939
358.1044926,0.152512622
358.0404943,0.117336742
357.976496,0.067085484
357.9124977,0.014321664
357.8484994,-0.024623061
357.7845011,-0.056030097
357.7205028,-0.073618037
357.6565045,-0.082412007
357.5925062,-0.078643163
357.5285079,-0.077386882
357.4645096,-0.071105474
357.4005113,-0.051004971
357.336513,-0.04974869
357.2725147,-0.039698438
357.2085164,-0.029648187
357.1445181,-0.017085372
357.0805198,-0.000753714
357.0165215,0.024371915
356.9525232,0.05452267
356.8885249,0.068341765
356.8245266,0.09849252
356.7605283,0.118593023
356.69653,0.137437245
356.6325317,0.158794029
356.5685334,0.168844281
356.5045351,0.167587999
356.4405368,0.161306592
356.3765385,0.175125688
356.3125402,0.175125688
356.2485419,0.178894532
356.1845436,0.186432221
356.1205453,0.180150814
356.056547,0.172613125
355.9925487,0.168844281
355.9285504,0.156281466
355.8645521,0.132412119
355.8005538,0.106030209
355.7365555,0.082160861
355.6725572,0.052010107
355.6085589,0.036934729
355.5445606,0.021859352
355.4805623,0.005527693
355.416564,0.001758849
355.3525657,0.013065382
355.2885674,0.031909604
355.2245691,0.044472418
355.1605708,0.067085484
355.0965725,0.077135736
355.0325742,0.078392017
354.9685759,0.082160861
354.9045776,0.077135736
354.8405793,0.05452267
354.776581,0.035678448
354.7125827,0.016834226
354.6485844,-0.000753714
354.5845861,-0.010803965
354.5205878,-0.012060247
354.4565894,-0.030904468
354.3925911,-0.042211001
354.3285928,-0.045979846
354.2645945,-0.045979846
354.2005962,-0.056030097
354.1365979,-0.04974869
354.0725996,-0.054773816
354.0086013,-0.062311504
353.944603,-0.04974869
353.8806047,-0.035929594
353.8166064,-0.022110498
353.7526081,-0.012060247
353.6886098,0.005527693
353.6246115,0.021859352
353.5606132,0.038191011
353.4966149,0.065829203
353.4326166,0.07211061
353.3686183,0.068341765
353.30462,0.075879454
353.2406217,0.083417143
353.1766234,0.095979957
353.1126251,0.104773927
353.0486268,0.118593023
352.9846285,0.119849304
352.9206302,0.141206089
352.8566319,0.161306592
352.7926336,0.173869406
352.7286353,0.181407095
352.664637,0.178894532
352.6006387,0.173869406
352.5366404,0.162562873
352.4726421,0.155025185
352.4086438,0.1336684
352.3446455,0.102261364
352.2806472,0.08969855
352.2166489,0.087185987
352.1526506,0.090954831
352.0886523,0.093467394
352.024654,0.103517646
351.9606557,0.111055334
351.8966574,0.121105586
351.8326591,0.15125634
351.7686608,0.158794029
351.7046625,0.161306592
351.6406642,0.157537748
351.5766659,0.157537748
351.5126676,0.161306592
351.4486693,0.162562873
351.384671,0.160050311
351.3206727,0.141206089
351.2566744,0.132412119
351.1926761,0.123618149
351.1286778,0.112311616
351.0646795,0.095979957
351.0006812,0.073366891
350.9366829,0.053266388
350.8726846,0.034422167
350.8086863,0.044472418
350.744688,0.039447292
350.6806897,0.035678448
350.6166914,0.039447292
350.5526931,0.049497544
350.4886948,0.067085484
350.4246965,0.077135736
350.3606982,0.085929706
350.2966999,0.077135736
350.2327016,0.067085484
350.1687033,0.059547795
350.104705,0.046984981
350.0407067,0.034422167
349.9767084,0.013065382
349.9127101,-0.000753714
349.8487118,-0.01457281
349.7847135,-0.020854217
349.7207152,-0.022110498
349.6567169,-0.027135624
349.5927186,-0.015829091
349.5287202,-0.008291402
349.4647219,0.003015131
349.4007236,0.014321664
349.3367253,0.024371915
349.272727,0.031909604
349.2087287,0.034422167
349.1447304,0.048241262
349.0807321,0.041959855
349.0167338,0.046984981
348.9527355,0.041959855
348.8887372,0.034422167
348.8247389,0.016834226
348.7607406,-0.008291402
348.6967423,-0.01457281
348.632744,-0.042211001
348.5687457,-0.039698438
348.5047474,-0.04974869
348.4407491,-0.052261253
348.3767508,-0.04974869
348.3127525,-0.042211001
348.2487542,-0.027135624
348.1847559,-0.022110498
348.1207576,-0.01457281
348.0567593,-0.02336678
347.992761,-0.02336678
347.9287627,-0.017085372
347.8647644,-0.018341654
347.8007661,-0.018341654
347.7367678,-0.029648187
347.6727695,-0.020854217
347.6087712,-0.012060247
347.5447729,0.003015131
347.4807746,0.011809101
347.4167763,0.009296538
347.352778,0.021859352
347.2887797,0.030653322
347.2247814,0.055778951
347.1607831,0.057035232
347.0967848,0.052010107
347.0327865,0.060804077
346.9687882,0.067085484
346.9047899,0.08969855
346.8407916,0.101005083
346.7767933,0.113567897
346.712795,0.11608046
346.6487967,0.126130712
346.5847984,0.141206089
346.5208001,0.14246237
346.4568018,0.144974933
346.3928035,0.114824179
346.3288052,0.10728649
346.2648069,0.097236239
346.2008086,0.097236239
346.1368103,0.087185987
346.072812,0.068341765
346.0088137,0.064572921
345.9448154,0.06331664
345.8808171,0.079648298
345.8168188,0.08090458
345.7528205,0.070854328
345.6888222,0.050753825
345.6248239,0.033165885
345.5608256,0.039447292
345.4968273,0.030653322
345.432829,0.029397041
345.3688307,0.026884478
345.3048324,0.040703574
345.2408341,0.075879454
345.1768358,0.114824179
345.1128375,0.153768903
345.0488392,0.172613125
344.9848409,0.205276442
344.9208426,0.226633227
344.8568443,0.254271419
344.792846,0.26432167
344.7288477,0.253015137
344.6648494,0.258040263
344.600851,0.251758856
344.5368527,0.270603077
344.4728544,0.28190961
344.4088561,0.288191017
344.3448578,0.296984988
344.2808595,0.29070358
344.2168612,0.300753832
344.1528629,0.271859359
344.0888646,0.240452323
344.0248663,0.178894532
343.960868,0.118593023
343.8968697,0.064572921
343.8328714,0.010552819
343.7688731,-0.020854217
343.7048748,-0.056030097
343.6408765,-0.05854266
343.5768782,-0.056030097
343.5128799,-0.038442157
343.4488816,-0.017085372
343.3848833,-0.008291402
343.320885,0.003015131
343.2568867,-0.013316528
343.1928884,-0.028391905
343.1288901,-0.064824067
343.0648918,-0.099999948
343.0008935,-0.130150702
342.9368952,-0.165326582
342.8728969,-0.177889397
342.8088986,-0.18919593
342.7449003,-0.176633115
342.680902,-0.170351708
342.6169037,-0.156532612
342.5529054,-0.133919546
342.4889071,-0.131406984
342.4249088,-0.123869295
342.3609105,-0.131406984
342.2969122,-0.137688391
342.2329139,-0.154020049
342.1689156,-0.166582864
342.1049173,-0.160301457
342.040919,-0.165326582
341.9769207,-0.135175828
341.9129224,-0.120100451
341.8489241,-0.096231103
341.7849258,-0.078643163
341.7209275,-0.043467283
341.6569292,-0.013316528
341.5929309,0.005527693
341.5289326,0.028140759
341.4649343,0.034422167
341.400936,0.064572921
341.3369377,0.102261364
341.2729394,0.137437245
341.2089411,0.171356844
341.1449428,0.188944784
341.0809445,0.222864383
341.0169462,0.239196041
340.9529479,0.260552826
340.8889496,0.260552826
340.8249513,0.240452323
340.760953,0.215326694
340.6969547,0.196482472
340.6329564,0.191457347
340.5689581,0.171356844
340.5049598,0.162562873
340.4409615,0.153768903
340.3769632,0.162562873
340.3129649,0.191457347
340.2489666,0.206532724
340.1849683,0.214070412
340.12097,0.200251317
340.0569717,0.196482472
339.9929734,0.188944784
339.9289751,0.170100562
339.8649768,0.157537748
339.8009785,0.118593023
339.7369802,0.104773927
339.6729818,0.104773927
339.6089835,0.112311616
339.5449852,0.118593023
339.4809869,0.119849304
339.4169886,0.129899556
339.3529903,0.132412119
339.288992,0.161306592
339.2249937,0.155025185
339.1609954,0.143718652
339.0969971,0.111055334
339.0329988,0.082160861
338.9690005,0.070854328
338.9050022,0.053266388
338.8410039,0.055778951
338.7770056,0.041959855
338.7130073,0.046984981
338.649009,0.059547795
338.5850107,0.070854328
338.5210124,0.069598047
338.4570141,0.048241262
338.3930158,0.031909604
338.3290175,0.004271412
338.2650192,-0.009547684
338.2010209,-0.025879343
338.1370226,-0.057286379
338.0730243,-0.071105474
338.009026,-0.081155726
337.9450277,-0.064824067
337.8810294,-0.043467283
337.8170311,-0.015829091
337.7530328,0.000502568
337.6890345,0.015577945
337.6250362,0.0457287
337.5610379,0.049497544
337.4970396,0.059547795
337.4330413,0.057035232
337.369043,0.053266388
337.3050447,0.043216137
337.2410464,0.035678448
337.1770481,0.036934729
337.1130498,0.018090508
337.0490515,0.013065382
336.9850532,-0.003266277
336.9210549,-0.018341654
336.8570566,-0.03216075
336.7930583,-0.043467283
336.72906,-0.04974869
336.6650617,-0.064824067
336.6010634,-0.059798941
336.5370651,-0.057286379
336.4730668,-0.04095472
336.4090685,-0.018341654
336.3450702,0.000502568
336.2810719,0.020603071
336.2170736,0.023115634
336.1530753,0.034422167
336.089077,0.026884478
336.0250787,0.016834226
335.9610804,-0.000753714
335.8970821,-0.035929594
335.8330838,-0.053517534
335.7690855,-0.056030097
335.7050872,-0.033417031
335.6410889,-0.017085372
335.5770906,0.020603071
335.5130923,0.057035232
335.449094,0.10728649
335.3850957,0.170100562
335.3210974,0.206532724
335.2570991,0.217839257
335.1931008,0.214070412
335.1291025,0.197738754
335.0651042,0.166331718
335.0011059,0.123618149
334.9371076,0.078392017
334.8731093,0.004271412
334.809111,-0.038442157
334.7451126,-0.069849193
334.6811143,-0.079899444
334.617116,-0.081155726
334.5531177,-0.0761306
334.4891194,-0.054773816
334.4251211,-0.035929594
334.3611228,0.013065382
334.2971245,0.038191011
334.2331262,0.052010107
334.1691279,0.059547795
334.1051296,0.07211061
334.0411313,0.097236239
333.977133,0.112311616
333.9131347,0.129899556
333.8491364,0.122361867
333.7851381,0.127386993
333.7211398,0.157537748
333.6571415,0.173869406
333.5931432,0.185175939
333.5291449,0.171356844
333.4651466,0.165075436
333.4011483,0.156281466
333.33715,0.168844281
333.2731517,0.165075436
333.2091534,0.141206089
333.1451551,0.127386993
333.0811568,0.113567897
333.0171585,0.117336742
332.9531602,0.108542772
332.8891619,0.09849252
332.8251636,0.068341765
332.7611653,0.041959855
332.697167,0.044472418
332.6331687,0.033165885
332.5691704,0.028140759
332.5051721,0.009296538
332.4411738,0.009296538
332.3771755,0.019346789
332.3131772,0.05452267
332.2491789,0.083417143
332.1851806,0.083417143
332.1211823,0.101005083
332.057184,0.10728649
331.9931857,0.11608046
331.9291874,0.113567897
331.8651891,0.094723676
331.8011908,0.06331664
331.7371925,0.028140759
331.6731942,0.015577945
331.6091959,-0.00577884
331.5451976,-0.025879343
331.4811993,-0.033417031
331.417201,-0.051004971
331.3532027,-0.063567786
331.2892044,-0.069849193
331.2252061,-0.071105474
331.1612078,-0.091205977
331.0972095,-0.09371854
331.0332112,-0.098743666
330.9692129,-0.108793918
330.9052146,-0.097487385
330.8412163,-0.09371854
330.777218,-0.073618037
330.7132197,-0.057286379
330.6492214,-0.03216075
330.5852231,-0.010803965
330.5212248,0.013065382
330.4572265,0.052010107
330.3932282,0.065829203
330.3292299,0.08090458
330.2652316,0.083417143
330.2012333,0.094723676
330.137235,0.094723676
330.0732367,0.092211113
330.0092384,0.084673424
329.9452401,0.058291514
329.8812418,0.044472418
329.8172434,0.040703574
329.7532451,0.031909604
329.6892468,0.011809101
329.6252485,-0.010803965
329.5612502,-0.025879343
329.4972519,-0.033417031
329.4332536,-0.017085372
329.3692553,-0.017085372
329.305257,-0.035929594
329.2412587,-0.04095472
329.1772604,-0.03216075
329.1132621,-0.012060247
329.0492638,-0.002009995
328.9852655,0.001758849
328.9212672,-0.018341654
328.8572689,-0.018341654
328.7932706,0.004271412
328.7292723,0.009296538
328.665274,0.011809101
328.6012757,0.011809101
328.5372774,0.028140759
328.4732791,0.062060358
328.4092808,0.114824179
328.3452825,0.146231215
328.2812842,0.152512622
328.2172859,0.175125688
328.1532876,0.205276442
328.0892893,0.236683478
328.025291,0.239196041
327.9612927,0.22914579
327.8972944,0.198995035
327.8332961,0.192713628
327.7692978,0.21155785
327.7052995,0.210301568
327.6413012,0.209045287
327.5773029,0.20276388
327.5133046,0.226633227
327.4493063,0.256783981
327.385308,0.288191017
327.3213097,0.29949755
327.2573114,0.280653329
327.1933131,0.271859359
327.1293148,0.27311564
327.0653165,0.254271419
327.0013182,0.222864383
326.9373199,0.180150814
326.8733216,0.137437245
326.8093233,0.106030209
326.745325,0.097236239
326.6813267,0.07211061
326.6173284,0.035678448
326.5533301,0.013065382
326.4893318,-0.000753714
326.4253335,-0.00577884
326.3613352,-0.013316528
326.2973369,-0.022110498
326.2333386,-0.045979846
326.1693403,-0.054773816
326.105342,-0.059798941
326.0413437,-0.079899444
325.9773454,-0.092462259
325.9133471,-0.103768792
325.8493488,-0.115075325
325.7853505,-0.120100451
325.7213522,-0.115075325
325.6573539,-0.113819043
325.5933556,-0.113819043
325.5293573,-0.094974822
325.465359,-0.079899444
325.4013607,-0.059798941
325.3373624,-0.038442157
325.2733641,-0.018341654
325.2093658,-0.002009995
325.1453675,0.000502568
325.0813692,0.000502568
325.0173709,-0.02336678
324.9533726,-0.042211001
324.8893742,-0.062311504
324.8253759,-0.08492457
324.7613776,-0.112562762
324.6973793,-0.136432109
324.633381,-0.145226079
324.5693827,-0.141457235
324.5053844,-0.121356732
324.4413861,-0.106281355
324.3773878,-0.09371854
324.3133895,-0.063567786
324.2493912,-0.024623061
324.1853929,0.005527693
324.1213946,0.019346789
324.0573963,0.019346789
323.993398,0.016834226
323.9293997,0.021859352
323.8654014,0.035678448
323.8014031,0.031909604
323.7374048,0.015577945
323.6734065,0.006783975
323.6094082,0.018090508
323.5454099,0.031909604
323.4814116,0.046984981
323.4174133,0.041959855
323.353415,0.024371915
323.2894167,0.023115634
323.2254184,0.025628196
323.1614201,0.021859352
323.0974218,0.010552819
323.0334235,-0.000753714
322.9694252,-0.000753714
322.9054269,0.018090508
322.8414286,0.044472418
322.7774303,0.060804077
322.713432,0.064572921
322.6494337,0.075879454
322.5854354,0.095979957
322.5214371,0.12487443
322.4574388,0.138693526
322.3934405,0.146231215
322.3294422,0.153768903
322.2654439,0.186432221
322.2014456,0.22914579
322.1374473,0.268090514
322.073449,0.295728706
322.0094507,0.318341772
321.9454524,0.332160868
321.8814541,0.352261371
321.8174558,0.358542778
321.7534575,0.344723682
321.6894592,0.315829209
321.6254609,0.29070358
321.5614626,0.275628203
321.4974643,0.261809107
321.433466,0.256783981
321.3694677,0.247990011
321.3054694,0.240452323
321.2414711,0.249246293
321.1774728,0.268090514
321.1134745,0.268090514
321.0494762,0.258040263
320.9854779,0.240452323
320.9214796,0.204020161
320.8574813,0.175125688
320.793483,0.14246237
320.7294847,0.101005083
320.6654864,0.07211061
320.6014881,0.048241262
320.5374898,0.040703574
320.4734915,0.050753825
320.4094932,0.060804077
320.3454949,0.069598047
320.2814966,0.067085484
320.2174983,0.05452267
320.1535,0.036934729
320.0895017,0.010552819
320.0255034,-0.025879343
319.961505,-0.062311504
319.8975067,-0.105025073
319.8335084,-0.137688391
319.7695101,-0.141457235
319.7055118,-0.140200954
319.6415135,-0.127638139
319.5775152,-0.121356732
319.5135169,-0.116331606
319.4495186,-0.116331606
319.3855203,-0.11130648
319.321522,-0.110050199
319.2575237,-0.132663265
319.1935254,-0.159045175
319.1295271,-0.174120552
319.0655288,-0.175376834
319.0015305,-0.164070301
318.9375322,-0.142713516
318.8735339,-0.118844169
318.8095356,-0.089949696
318.7455373,-0.045979846
318.681539,-0.015829091
318.6175407,-0.00577884
318.5535424,-0.013316528
318.4895441,-0.037185876
318.4255458,-0.05854266
318.3615475,-0.06733663
318.2975492,-0.066080349
318.2335509,-0.074874319
318.1695526,-0.071105474
318.1055543,-0.051004971
318.041556,-0.019597935
317.9775577,0.019346789
317.9135594,0.041959855
317.8495611,0.053266388
317.7855628,0.039447292
317.7215645,0.029397041
317.6575662,0.000502568
317.5935679,-0.038442157
317.5295696,-0.073618037
317.4655713,-0.110050199
317.401573,-0.107537636
317.3375747,-0.09371854
317.2735764,-0.057286379
317.2095781,-0.025879343
317.1455798,-0.000753714
317.0815815,0.024371915
317.0175832,0.023115634
316.9535849,0.024371915
316.8895866,0.008040256
316.8255883,-0.017085372
316.76159,-0.047236127
316.6975917,-0.057286379
316.6335934,-0.047236127
316.5695951,-0.027135624
316.5055968,0.023115634
316.4415985,0.082160861
316.3776002,0.150000059
316.3136019,0.227889508
316.2496036,0.29070358
316.1856053,0.332160868
316.121607,0.340954838
316.0576087,0.323366898
315.9936104,0.274371922
315.9296121,0.222864383
315.8656138,0.178894532
315.8016155,0.128643275
315.7376172,0.090954831
315.6736189,0.065829203
315.6096206,0.070854328
315.5456223,0.088442268
315.481624,0.122361867
315.4176257,0.143718652
315.3536274,0.147487496
315.2896291,0.158794029
315.2256308,0.155025185
315.1616325,0.160050311
315.0976342,0.143718652
315.0336359,0.134924682
314.9696375,0.126130712
314.9056392,0.14246237
314.8416409,0.182663376
314.7776426,0.209045287
314.7136443,0.231658353
314.649646,0.231658353
314.5856477,0.235427197
314.5216494,0.221608101
314.4576511,0.191457347
314.3936528,0.143718652
314.3296545,0.07211061
314.2656562,0.040703574
314.2016579,0.021859352
314.1376596,0.030653322
314.0736613,0.046984981
314.009663,0.058291514
313.9456647,0.082160861
313.8816664,0.094723676
313.8176681,0.112311616
313.7536698,0.088442268
313.6896715,0.048241262
313.6256732,-0.004522558
313.5616749,-0.064824067
313.4976766,-0.103768792
313.4336783,-0.137688391
313.36968,-0.143969798
313.3056817,-0.140200954
313.2416834,-0.09371854
313.1776851,-0.013316528
313.1136868,0.05452267
313.0496885,0.134924682
312.9856902,0.172613125
312.9216919,0.192713628
312.8576936,0.193969909
312.7936953,0.183919658
312.729697,0.147487496
312.6656987,0.095979957
312.6017004,0.059547795
312.5377021,0.020603071
312.4737038,0.009296538
312.4097055,0.006783975
312.3457072,0.018090508
312.2817089,0.026884478
312.2177106,0.029397041
312.1537123,0.038191011
312.089714,0.013065382
312.0257157,-0.018341654
311.9617174,-0.063567786
311.8977191,-0.115075325
311.8337208,-0.152763768
311.7697225,-0.175376834
311.7057242,-0.17160799
311.6417259,-0.166582864
311.5777276,-0.135175828
311.5137293,-0.108793918
311.449731,-0.087437133
311.3857327,-0.056030097
311.3217344,-0.048492408
311.2577361,-0.057286379
311.1937378,-0.09371854
311.1297395,-0.110050199
311.0657412,-0.133919546
311.0017429,-0.133919546
310.9377446,-0.11130648
310.8737463,-0.09371854
310.809748,-0.039698438
310.7457497,0.021859352
310.6817514,0.094723676
310.6177531,0.148743778
310.5537548,0.182663376
310.4897565,0.187688502
310.4257582,0.167587999
310.3617599,0.158794029
310.2977616,0.127386993
310.2337633,0.101005083
310.169765,0.068341765
310.1057667,0.057035232
310.0417683,0.073366891
309.97777,0.097236239
309.9137717,0.144974933
309.8497734,0.160050311
309.7857751,0.180150814
309.7217768,0.193969909
309.6577785,0.207789005
309.5937802,0.207789005
309.5297819,0.185175939
309.4657836,0.168844281
309.4017853,0.144974933
309.337787,0.148743778
309.2737887,0.152512622
309.2097904,0.146231215
309.1457921,0.148743778
309.0817938,0.152512622
309.0177955,0.168844281
308.9537972,0.175125688
308.8897989,0.181407095
308.8258006,0.15125634
308.7618023,0.109799053
308.697804,0.093467394
308.6338057,0.070854328
308.5698074,0.069598047
308.5058091,0.06331664
308.4418108,0.075879454
308.3778125,0.08969855
308.3138142,0.11608046
308.2498159,0.144974933
308.1858176,0.136180963
308.1218193,0.126130712
308.057821,0.087185987
307.9938227,0.05452267
307.9298244,0.001758849
307.8658261,-0.051004971
307.8018278,-0.107537636
307.7378295,-0.170351708
307.6738312,-0.185427085
307.6098329,-0.192964774
307.5458346,-0.18040196
307.4818363,-0.156532612
307.417838,-0.127638139
307.3538397,-0.089949696
307.2898414,-0.06733663
307.2258431,-0.024623061
307.1618448,-0.012060247
307.0978465,0.003015131
307.0338482,0.009296538
306.9698499,0.000502568
306.9058516,-0.007035121
306.8418533,-0.022110498
306.777855,-0.029648187
306.7138567,-0.06733663
306.6498584,-0.08492457
306.5858601,-0.101256229
306.5218618,-0.122613013
306.4578635,-0.120100451
306.3938652,-0.126381858
306.3298669,-0.123869295
306.2658686,-0.118844169
306.2018703,-0.08492457
306.137872,-0.044723564
306.0738737,-0.010803965
306.0098754,0.036934729
305.9458771,0.060804077
305.8818788,0.101005083
305.8178805,0.127386993
305.7538822,0.160050311
305.6898839,0.167587999
305.6258856,0.153768903
305.5618873,0.15125634
305.497889,0.12487443
305.4338907,0.119849304
305.3698924,0.099748801
305.3058941,0.083417143
305.2418958,0.078392017
305.1778975,0.087185987
305.1138991,0.127386993
305.0499008,0.143718652
304.9859025,0.180150814
304.9219042,0.191457347
304.8579059,0.207789005
304.7939076,0.231658353
304.7299093,0.227889508
304.665911,0.216582975
304.6019127,0.171356844
304.5379144,0.141206089
304.4739161,0.090954831
304.4099178,0.048241262
304.3459195,0.011809101
304.2819212,-0.044723564
304.2179229,-0.056030097
304.1539246,-0.066080349
304.0899263,-0.044723564
304.025928,-0.022110498
303.9619297,0.011809101
303.8979314,0.05452267
303.8339331,0.090954831
303.7699348,0.15125634
303.7059365,0.177638251
303.6419382,0.207789005
303.5779399,0.214070412
303.5139416,0.214070412
