time (fs),deltaI
256.2198319,0.019598001
256.1533677,0.017085438
256.0869035,0.015829157
256.0204393,0.010804031
255.953975,0.005778905
255.8875108,-0.000502502
255.8210466,-0.008040191
255.7545824,-0.018090442
255.6881181,-0.026884412
255.6216539,-0.03316582
255.5551897,-0.038190945
255.4887255,-0.044472352
255.4222612,-0.045728634
255.355797,-0.048241197
255.2893328,-0.049497478
255.2228686,-0.049497478
255.1564043,-0.052010041
255.0899401,-0.054522604
255.0234759,-0.058291448
254.9570117,-0.064572856
254.8905474,-0.072110544
254.8240832,-0.079648233
254.757619,-0.087185921
254.6911548,-0.093467329
254.6246905,-0.098492454
254.5582263,-0.099748736
254.4917621,-0.097236173
254.4252979,-0.093467329
254.3588336,-0.088442203
254.2923694,-0.082160796
254.2259052,-0.07713567
254.159441,-0.072110544
254.0929767,-0.069597981
254.0265125,-0.0683417
253.9600483,-0.069597981
253.8935841,-0.073366826
253.8271199,-0.078391951
253.7606556,-0.083417077
253.6941914,-0.089698484
253.6277272,-0.093467329
253.561263,-0.095979892
253.4947987,-0.093467329
253.4283345,-0.088442203
253.3618703,-0.080904514
253.2954061,-0.073366826
253.2289418,-0.063316574
253.1624776,-0.053266323
253.0960134,-0.045728634
253.0295492,-0.036934664
252.9630849,-0.031909538
252.8966207,-0.029396975
252.8301565,-0.029396975
252.7636923,-0.030653257
252.697228,-0.03316582
252.6307638,-0.031909538
252.5642996,-0.03316582
252.4978354,-0.031909538
252.4313711,-0.029396975
252.3649069,-0.024371849
252.2984427,-0.018090442
252.2319785,-0.011809035
252.1655142,-0.001758784
252.09905,0.003266342
252.0325858,0.009547749
251.9661216,0.013316594
251.8996573,0.015829157
251.8331931,0.015829157
251.7667289,0.012060312
251.7002647,0.008291468
251.6338004,0.003266342
251.5673362,-0.001758784
251.500872,-0.004271346
251.4344078,-0.005527628
251.3679435,-0.003015065
251.3014793,-0.000502502
251.2350151,0.003266342
251.1685509,0.007035187
251.1020866,0.009547749
251.0356224,0.013316594
250.9691582,0.014572875
250.902694,0.013316594
250.8362297,0.012060312
250.7697655,0.009547749
250.7033013,0.004522624
250.6368371,0.000753779
250.5703728,-0.005527628
250.5039086,-0.008040191
250.4374444,-0.010552754
250.3709802,-0.010552754
250.304516,-0.008040191
250.2380517,-0.004271346
250.1715875,0.000753779
250.1051233,0.003266342
250.0386591,0.005778905
249.9721948,0.005778905
249.9057306,0.002010061
249.8392664,-0.005527628
249.7728022,-0.015577879
249.7063379,-0.025628131
249.6398737,-0.039447227
249.5734095,-0.052010041
249.5069453,-0.062060293
249.440481,-0.070854263
249.3740168,-0.07713567
249.3075526,-0.080904514
249.2410884,-0.082160796
249.1746241,-0.082160796
249.1081599,-0.078391951
249.0416957,-0.075879388
248.9752315,-0.074623107
248.9087672,-0.074623107
248.842303,-0.078391951
248.7758388,-0.080904514
248.7093746,-0.088442203
248.6429103,-0.095979892
248.5764461,-0.102261299
248.5099819,-0.108542706
248.4435177,-0.113567832
248.3770534,-0.116080395
248.3105892,-0.116080395
248.244125,-0.11231155
248.1776608,-0.107286424
248.1111965,-0.102261299
248.0447323,-0.095979892
247.9782681,-0.092211047
247.9118039,-0.092211047
247.8453396,-0.092211047
247.7788754,-0.097236173
247.7124112,-0.102261299
247.645947,-0.108542706
247.5794827,-0.113567832
247.5130185,-0.119849239
247.4465543,-0.12110552
247.3800901,-0.12110552
247.3136258,-0.116080395
247.2471616,-0.109798987
247.1806974,-0.098492454
247.1142332,-0.08592964
247.0477689,-0.070854263
246.9813047,-0.057035167
246.9148405,-0.04195979
246.8483763,-0.031909538
246.781912,-0.024371849
246.7154478,-0.016834161
246.6489836,-0.014321598
246.5825194,-0.015577879
246.5160552,-0.018090442
246.4495909,-0.020603005
246.3831267,-0.020603005
246.3166625,-0.018090442
246.2501983,-0.016834161
246.183734,-0.013065316
246.1172698,-0.008040191
246.0508056,-0.004271346
245.9843414,0.000753779
245.9178771,0.004522624
245.8514129,0.007035187
245.7849487,0.008291468
245.7184845,0.010804031
245.6520202,0.010804031
245.585556,0.007035187
245.5190918,0.004522624
245.4526276,0.000753779
245.3861633,-0.000502502
245.3196991,-0.001758784
245.2532349,-0.000502502
245.1867707,0.002010061
245.1203064,0.005778905
245.0538422,0.009547749
244.987378,0.012060312
244.9209138,0.014572875
244.8544495,0.015829157
244.7879853,0.013316594
244.7215211,0.012060312
244.6550569,0.007035187
244.5885926,0.003266342
244.5221284,-0.001758784
244.4556642,-0.006783909
244.3892,-0.010552754
244.3227357,-0.011809035
244.2562715,-0.011809035
244.1898073,-0.010552754
244.1233431,-0.008040191
244.0568788,-0.006783909
243.9904146,-0.004271346
243.9239504,-0.005527628
243.8574862,-0.006783909
243.7910219,-0.010552754
243.7245577,-0.016834161
243.6580935,-0.024371849
243.5916293,-0.03316582
243.525165,-0.04195979
243.4587008,-0.05075376
243.3922366,-0.057035167
243.3257724,-0.062060293
243.2593081,-0.062060293
243.1928439,-0.05954773
243.1263797,-0.055778885
243.0599155,-0.05075376
242.9934513,-0.044472352
242.926987,-0.04195979
242.8605228,-0.040703508
242.7940586,-0.04195979
242.7275944,-0.046984915
242.6611301,-0.055778885
242.5946659,-0.064572856
242.5282017,-0.07713567
242.4617375,-0.088442203
242.3952732,-0.098492454
242.328809,-0.107286424
242.2623448,-0.113567832
242.1958806,-0.116080395
242.1294163,-0.113567832
242.0629521,-0.106030143
241.9964879,-0.098492454
241.9300237,-0.088442203
241.8635594,-0.079648233
241.7970952,-0.070854263
241.730631,-0.067085418
241.6641668,-0.064572856
241.5977025,-0.067085418
241.5312383,-0.070854263
241.4647741,-0.075879388
241.3983099,-0.083417077
241.3318456,-0.088442203
241.2653814,-0.09472361
241.1989172,-0.09472361
241.132453,-0.093467329
241.0659887,-0.088442203
240.9995245,-0.080904514
240.9330603,-0.070854263
240.8665961,-0.060804011
240.8001318,-0.052010041
240.7336676,-0.043216071
240.6672034,-0.036934664
240.6007392,-0.031909538
240.5342749,-0.030653257
240.4678107,-0.031909538
240.4013465,-0.034422101
240.3348823,-0.038190945
240.268418,-0.040703508
240.2019538,-0.040703508
240.1354896,-0.038190945
240.0690254,-0.03316582
240.0025611,-0.026884412
239.9360969,-0.018090442
239.8696327,-0.009296472
239.8031685,-0.000502502
239.7367042,0.008291468
239.67024,0.015829157
239.6037758,0.022110564
239.5373116,0.028391971
239.4708473,0.033417097
239.4043831,0.037185941
239.3379189,0.039698504
239.2714547,0.039698504
239.2049905,0.040954785
239.1385262,0.042211067
239.072062,0.043467348
239.0055978,0.045979911
238.9391336,0.047236193
238.8726693,0.051005037
238.8062051,0.049748756
238.7397409,0.049748756
238.6732767,0.047236193
238.6068124,0.04472363
238.5403482,0.040954785
238.473884,0.034673378
238.4074198,0.029648252
238.3409555,0.020854282
238.2744913,0.015829157
238.2080271,0.008291468
238.1415629,0.002010061
238.0750986,-0.004271346
238.0086344,-0.009296472
237.9421702,-0.018090442
237.875706,-0.023115568
237.8092417,-0.03316582
237.7427775,-0.04195979
237.6763133,-0.053266323
237.6098491,-0.065829137
237.5433848,-0.078391951
237.4769206,-0.090954766
237.4104564,-0.102261299
237.3439922,-0.11231155
237.2775279,-0.12110552
237.2110637,-0.127386928
237.1445995,-0.128643209
237.0781353,-0.131155772
237.011671,-0.127386928
236.9452068,-0.123618083
236.8787426,-0.118592957
236.8122784,-0.113567832
236.7458141,-0.11231155
236.6793499,-0.111055269
236.6128857,-0.114824113
236.5464215,-0.119849239
236.4799572,-0.127386928
236.413493,-0.134924616
236.3470288,-0.141206023
236.2805646,-0.144974868
236.2141003,-0.146231149
236.1476361,-0.143718586
236.0811719,-0.136180898
236.0147077,-0.126130646
235.9482434,-0.111055269
235.8817792,-0.097236173
235.815315,-0.079648233
235.7488508,-0.063316574
235.6823866,-0.049497478
235.6159223,-0.036934664
235.5494581,-0.029396975
235.4829939,-0.024371849
235.4165297,-0.024371849
235.3500654,-0.025628131
235.2836012,-0.029396975
235.217137,-0.03316582
235.1506728,-0.035678382
235.0842085,-0.034422101
235.0177443,-0.031909538
234.9512801,-0.025628131
234.8848159,-0.018090442
234.8183516,-0.006783909
234.7518874,0.004522624
234.6854232,0.015829157
234.618959,0.025879408
234.5524947,0.033417097
234.4860305,0.037185941
234.4195663,0.038442223
234.3531021,0.038442223
234.2866378,0.034673378
234.2201736,0.030904534
234.1537094,0.023366845
234.0872452,0.01834172
234.0207809,0.013316594
233.9543167,0.009547749
233.8878525,0.010804031
233.8213883,0.012060312
233.754924,0.019598001
233.6884598,0.022110564
233.6219956,0.028391971
233.5555314,0.029648252
233.4890671,0.029648252
233.4226029,0.028391971
233.3561387,0.023366845
233.2896745,0.014572875
233.2232102,0.005778905
233.156746,-0.003015065
233.0902818,-0.011809035
233.0238176,-0.019346724
232.9573533,-0.024371849
232.8908891,-0.026884412
232.8244249,-0.029396975
232.7579607,-0.028140694
232.6914964,-0.026884412
232.6250322,-0.025628131
232.558568,-0.026884412
232.4921038,-0.026884412
232.4256395,-0.031909538
232.3591753,-0.034422101
232.2927111,-0.04195979
232.2262469,-0.049497478
232.1597826,-0.055778885
232.0933184,-0.063316574
232.0268542,-0.070854263
231.96039,-0.075879388
231.8939258,-0.079648233
231.8274615,-0.082160796
231.7609973,-0.083417077
231.6945331,-0.083417077
231.6280689,-0.08592964
231.5616046,-0.087185921
231.4951404,-0.092211047
231.4286762,-0.09472361
231.362212,-0.101005017
231.2957477,-0.106030143
231.2292835,-0.11231155
231.1628193,-0.117336676
231.0963551,-0.12110552
231.0298908,-0.124874365
230.9634266,-0.124874365
230.8969624,-0.126130646
230.8304982,-0.124874365
230.7640339,-0.122361802
230.6975697,-0.117336676
230.6311055,-0.11231155
230.5646413,-0.107286424
230.498177,-0.102261299
230.4317128,-0.099748736
230.3652486,-0.097236173
230.2987844,-0.097236173
230.2323201,-0.09472361
230.1658559,-0.093467329
230.0993917,-0.089698484
230.0329275,-0.087185921
229.9664632,-0.079648233
229.899999,-0.069597981
229.8335348,-0.057035167
229.7670706,-0.043216071
229.7006063,-0.030653257
229.6341421,-0.018090442
229.5676779,-0.009296472
229.5012137,0.000753779
229.4347494,0.003266342
229.3682852,0.004522624
229.301821,0.003266342
229.2353568,0.000753779
229.1688925,-0.003015065
229.1024283,-0.005527628
229.0359641,-0.006783909
228.9694999,-0.006783909
228.9030356,-0.004271346
228.8365714,0.002010061
228.7701072,0.012060312
228.703643,0.022110564
228.6371787,0.034673378
228.5707145,0.042211067
228.5042503,0.045979911
228.4377861,0.047236193
228.3713219,0.042211067
228.3048576,0.034673378
228.2383934,0.022110564
228.1719292,0.009547749
228.105465,-0.003015065
228.0390007,-0.013065316
227.9725365,-0.019346724
227.9060723,-0.023115568
227.8396081,-0.024371849
227.7731438,-0.020603005
227.7066796,-0.013065316
227.6402154,-0.003015065
227.5737512,0.007035187
227.5072869,0.013316594
227.4408227,0.019598001
227.3743585,0.023366845
227.3078943,0.024623127
227.24143,0.019598001
227.1749658,0.013316594
227.1085016,0.003266342
227.0420374,-0.006783909
226.9755731,-0.015577879
226.9091089,-0.025628131
226.8426447,-0.03316582
226.7761805,-0.039447227
226.7097162,-0.043216071
226.643252,-0.044472352
226.5767878,-0.044472352
226.5103236,-0.043216071
226.4438593,-0.043216071
226.3773951,-0.044472352
226.3109309,-0.044472352
226.2444667,-0.046984915
226.1780024,-0.053266323
226.1115382,-0.05954773
226.045074,-0.0683417
225.9786098,-0.07713567
225.9121455,-0.087185921
225.8456813,-0.09472361
225.7792171,-0.102261299
225.7127529,-0.107286424
225.6462886,-0.111055269
225.5798244,-0.108542706
225.5133602,-0.107286424
225.446896,-0.102261299
225.3804317,-0.097236173
225.3139675,-0.09472361
225.2475033,-0.092211047
225.1810391,-0.089698484
225.1145748,-0.089698484
225.0481106,-0.089698484
224.9816464,-0.090954766
224.9151822,-0.090954766
224.8487179,-0.092211047
224.7822537,-0.090954766
224.7157895,-0.087185921
224.6493253,-0.084673359
224.5828611,-0.079648233
224.5163968,-0.074623107
224.4499326,-0.070854263
224.3834684,-0.067085418
224.3170042,-0.065829137
224.2505399,-0.065829137
224.1840757,-0.065829137
224.1176115,-0.063316574
224.0511473,-0.060804011
223.984683,-0.057035167
223.9182188,-0.052010041
223.8517546,-0.043216071
223.7852904,-0.03316582
223.7188261,-0.020603005
223.6523619,-0.008040191
223.5858977,0.004522624
223.5194335,0.017085438
223.4529692,0.02713569
223.386505,0.033417097
223.3200408,0.03592966
223.2535766,0.034673378
223.1871123,0.029648252
223.1206481,0.023366845
223.0541839,0.017085438
222.9877197,0.012060312
222.9212554,0.010804031
222.8547912,0.010804031
222.788327,0.017085438
222.7218628,0.025879408
222.6553985,0.03592966
222.5889343,0.049748756
222.5224701,0.061055288
222.4560059,0.07110554
222.3895416,0.074874384
222.3230774,0.077386947
222.2566132,0.074874384
222.190149,0.067336696
222.1236847,0.056030163
222.0572205,0.042211067
221.9907563,0.02713569
221.9242921,0.009547749
221.8578278,-0.004271346
221.7913636,-0.016834161
221.7248994,-0.026884412
221.6584352,-0.030653257
221.5919709,-0.030653257
221.5255067,-0.029396975
221.4590425,-0.025628131
221.3925783,-0.023115568
221.326114,-0.020603005
221.2596498,-0.020603005
221.1931856,-0.024371849
221.1267214,-0.031909538
221.0602572,-0.04195979
220.9937929,-0.054522604
220.9273287,-0.0683417
220.8608645,-0.080904514
220.7944003,-0.090954766
220.727936,-0.098492454
220.6614718,-0.104773862
220.5950076,-0.104773862
220.5285434,-0.10351758
220.4620791,-0.099748736
220.3956149,-0.093467329
220.3291507,-0.088442203
220.2626865,-0.080904514
220.1962222,-0.078391951
220.129758,-0.075879388
220.0632938,-0.079648233
219.9968296,-0.087185921
219.9303653,-0.098492454
219.8639011,-0.108542706
219.7974369,-0.119849239
219.7309727,-0.131155772
219.6645084,-0.13869346
219.5980442,-0.144974868
219.53158,-0.144974868
219.4651158,-0.143718586
219.3986515,-0.13869346
219.3321873,-0.132412053
219.2657231,-0.126130646
219.1992589,-0.119849239
219.1327946,-0.114824113
219.0663304,-0.108542706
218.9998662,-0.104773862
218.933402,-0.101005017
218.8669377,-0.099748736
218.8004735,-0.098492454
218.7340093,-0.095979892
218.6675451,-0.093467329
218.6010808,-0.088442203
218.5346166,-0.084673359
218.4681524,-0.079648233
218.4016882,-0.074623107
218.3352239,-0.0683417
218.2687597,-0.062060293
218.2022955,-0.055778885
218.1358313,-0.052010041
218.069367,-0.046984915
218.0029028,-0.04195979
217.9364386,-0.036934664
217.8699744,-0.03316582
217.8035101,-0.026884412
217.7370459,-0.020603005
217.6705817,-0.011809035
217.6041175,-0.003015065
217.5376532,0.008291468
217.471189,0.017085438
217.4047248,0.02713569
217.3382606,0.03592966
217.2717964,0.043467348
217.2053321,0.049748756
217.1388679,0.0535176
217.0724037,0.0535176
217.0059395,0.0535176
216.9394752,0.051005037
216.873011,0.051005037
216.8065468,0.052261318
216.7400826,0.052261318
216.6736183,0.057286444
216.6071541,0.06231157
216.5406899,0.068592977
216.4742257,0.076130666
216.4077614,0.083668354
216.3412972,0.08869348
216.274833,0.089949762
216.2083688,0.08869348
216.1419045,0.083668354
216.0754403,0.074874384
216.0089761,0.063567851
215.9425119,0.048492474
215.8760476,0.033417097
215.8095834,0.017085438
215.7431192,0.005778905
215.676655,-0.006783909
215.6101907,-0.013065316
215.5437265,-0.016834161
215.4772623,-0.013065316
215.4107981,-0.011809035
215.3443338,-0.006783909
215.2778696,-0.004271346
215.2114054,-0.003015065
215.1449412,-0.003015065
215.0784769,-0.010552754
215.0120127,-0.023115568
214.9455485,-0.040703508
214.8790843,-0.05954773
214.81262,-0.082160796
214.7461558,-0.102261299
214.6796916,-0.119849239
214.6132274,-0.136180898
214.5467631,-0.149999993
214.4802989,-0.157537682
214.4138347,-0.162562808
214.3473705,-0.163819089
214.2809062,-0.163819089
214.214442,-0.165075371
214.1479778,-0.165075371
214.0815136,-0.165075371
214.0150493,-0.166331652
213.9485851,-0.170100496
213.8821209,-0.173869341
213.8156567,-0.180150748
213.7491925,-0.185175874
213.6827282,-0.190201
213.616264,-0.192713562
213.5497998,-0.192713562
213.4833356,-0.191457281
213.4168713,-0.186432155
213.3504071,-0.177638185
213.2839429,-0.165075371
213.2174787,-0.149999993
213.1510144,-0.133668335
213.0845502,-0.118592957
213.018086,-0.10351758
212.9516218,-0.088442203
212.8851575,-0.07713567
212.8186933,-0.067085418
212.7522291,-0.05954773
212.6857649,-0.05075376
212.6193006,-0.044472352
212.5528364,-0.035678382
212.4863722,-0.029396975
212.419908,-0.021859287
212.3534437,-0.014321598
212.2869795,-0.004271346
212.2205153,0.004522624
212.1540511,0.013316594
212.0875868,0.022110564
212.0211226,0.029648252
211.9546584,0.03592966
211.8881942,0.04472363
211.8217299,0.051005037
211.7552657,0.057286444
211.6888015,0.063567851
211.6223373,0.069849259
211.555873,0.076130666
211.4894088,0.081155792
211.4229446,0.083668354
211.3564804,0.084924636
211.2900161,0.086180917
211.2235519,0.086180917
211.1570877,0.083668354
211.0906235,0.07989951
211.0241592,0.074874384
210.957695,0.067336696
210.8912308,0.061055288
210.8247666,0.056030163
210.7583023,0.052261318
210.6918381,0.051005037
210.6253739,0.051005037
210.5589097,0.0535176
210.4924454,0.057286444
210.4259812,0.059799007
210.359517,0.06231157
210.2930528,0.063567851
210.2265885,0.06231157
210.1601243,0.058542726
210.0936601,0.052261318
210.0271959,0.040954785
209.9607317,0.02713569
209.8942674,0.012060312
209.8278032,-0.005527628
209.761339,-0.023115568
209.6948748,-0.036934664
209.6284105,-0.052010041
209.5619463,-0.063316574
209.4954821,-0.072110544
209.4290179,-0.078391951
209.3625536,-0.082160796
209.2960894,-0.08592964
209.2296252,-0.089698484
209.163161,-0.092211047
209.0966967,-0.098492454
209.0302325,-0.106030143
208.9637683,-0.116080395
208.8973041,-0.12989949
208.8308398,-0.144974868
208.7643756,-0.162562808
208.6979114,-0.176381904
208.6314472,-0.188944718
208.5649829,-0.197738688
208.4985187,-0.201507532
208.4320545,-0.19899497
208.3655903,-0.192713562
208.299126,-0.180150748
208.2326618,-0.166331652
208.1661976,-0.149999993
208.0997334,-0.134924616
208.0332691,-0.119849239
207.9668049,-0.108542706
207.9003407,-0.099748736
207.8338765,-0.09472361
207.7674122,-0.095979892
207.700948,-0.098492454
207.6344838,-0.106030143
207.5680196,-0.111055269
207.5015553,-0.117336676
207.4350911,-0.12110552
207.3686269,-0.12110552
207.3021627,-0.117336676
207.2356984,-0.109798987
207.1692342,-0.099748736
207.10277,-0.088442203
207.0363058,-0.078391951
206.9698415,-0.069597981
206.9033773,-0.060804011
206.8369131,-0.054522604
206.7704489,-0.05075376
206.7039846,-0.046984915
206.6375204,-0.045728634
206.5710562,-0.04195979
206.504592,-0.036934664
206.4381278,-0.028140694
206.3716635,-0.018090442
206.3051993,-0.006783909
206.2387351,0.005778905
206.1722709,0.020854282
206.1058066,0.034673378
206.0393424,0.048492474
205.9728782,0.061055288
205.906414,0.072361821
205.8399497,0.082412073
205.7734855,0.08869348
205.7070213,0.093718606
205.6405571,0.094974887
205.5740928,0.094974887
205.5076286,0.093718606
205.4411644,0.091206043
205.3747002,0.091206043
205.3082359,0.08869348
205.2417717,0.087437199
205.1753075,0.087437199
205.1088433,0.086180917
205.042379,0.084924636
204.9759148,0.082412073
204.9094506,0.078643229
204.8429864,0.072361821
204.7765221,0.067336696
204.7100579,0.061055288
204.6435937,0.056030163
204.5771295,0.052261318
204.5106652,0.048492474
204.444201,0.047236193
204.3777368,0.042211067
204.3112726,0.039698504
204.2448083,0.034673378
204.1783441,0.029648252
204.1118799,0.019598001
204.0454157,0.009547749
203.9789514,-0.001758784
203.9124872,-0.018090442
203.846023,-0.035678382
203.7795588,-0.053266323
203.7130945,-0.072110544
203.6466303,-0.090954766
203.5801661,-0.108542706
203.5137019,-0.123618083
203.4472376,-0.134924616
203.3807734,-0.142462305
203.3143092,-0.144974868
203.247845,-0.143718586
203.1813807,-0.139949742
203.1149165,-0.137437179
203.0484523,-0.136180898
202.9819881,-0.134924616
202.9155238,-0.136180898
202.8490596,-0.139949742
202.7825954,-0.144974868
202.7161312,-0.149999993
202.649667,-0.156281401
202.5832027,-0.160050245
202.5167385,-0.165075371
202.4502743,-0.165075371
202.3838101,-0.166331652
202.3173458,-0.162562808
202.2508816,-0.157537682
202.1844174,-0.148743712
202.1179532,-0.13869346
202.0514889,-0.128643209
201.9850247,-0.119849239
201.9185605,-0.114824113
201.8520963,-0.111055269
201.785632,-0.111055269
201.7191678,-0.114824113
201.6527036,-0.119849239
201.5862394,-0.127386928
201.5197751,-0.132412053
201.4533109,-0.137437179
201.3868467,-0.136180898
201.3203825,-0.134924616
201.2539182,-0.128643209
201.187454,-0.117336676
201.1209898,-0.102261299
201.0545256,-0.08592964
200.9880613,-0.067085418
200.9215971,-0.049497478
200.8551329,-0.031909538
200.7886687,-0.015577879
200.7222044,-0.001758784
200.6557402,0.003266342
200.589276,0.005778905
200.5228118,0.002010061
200.4563475,-0.004271346
200.3898833,-0.009296472
200.3234191,-0.015577879
200.2569549,-0.014321598
200.1904906,-0.011809035
200.1240264,-0.006783909
200.0575622,0.002010061
199.991098,0.012060312
199.9246337,0.022110564
199.8581695,0.030904534
199.7917053,0.040954785
199.7252411,0.047236193
199.6587768,0.054773881
199.5923126,0.059799007
199.5258484,0.064824133
199.4593842,0.068592977
199.3929199,0.072361821
199.3264557,0.076130666
199.2599915,0.081155792
199.1935273,0.086180917
199.1270631,0.091206043
199.0605988,0.098743732
198.9941346,0.105025139
198.9276704,0.111306546
198.8612062,0.113819109
198.7947419,0.11507539
198.7282777,0.116331672
198.6618135,0.11507539
198.5953493,0.108793983
198.528885,0.102512576
198.4624208,0.094974887
198.3959566,0.086180917
198.3294924,0.076130666
198.2630281,0.067336696
198.1965639,0.058542726
198.1300997,0.049748756
198.0636355,0.043467348
197.9971712,0.033417097
197.930707,0.025879408
197.8642428,0.014572875
197.7977786,0.005778905
197.7313143,-0.008040191
197.6648501,-0.023115568
197.5983859,-0.038190945
197.5319217,-0.054522604
197.4654574,-0.069597981
197.3989932,-0.08592964
197.332529,-0.102261299
197.2660648,-0.116080395
197.1996005,-0.128643209
197.1331363,-0.13869346
197.0666721,-0.144974868
197.0002079,-0.151256275
196.9337436,-0.157537682
196.8672794,-0.161306526
196.8008152,-0.163819089
196.734351,-0.170100496
196.6678867,-0.176381904
196.6014225,-0.186432155
196.5349583,-0.195226125
196.4684941,-0.202763814
196.4020298,-0.210301503
196.3355656,-0.215326628
196.2691014,-0.21658291
196.2026372,-0.215326628
196.1361729,-0.210301503
196.0697087,-0.201507532
196.0032445,-0.192713562
195.9367803,-0.181407029
195.870316,-0.170100496
195.8038518,-0.161306526
195.7373876,-0.152512556
195.6709234,-0.147487431
195.6044591,-0.143718586
195.5379949,-0.143718586
195.4715307,-0.144974868
195.4050665,-0.146231149
195.3386023,-0.147487431
195.272138,-0.143718586
195.2056738,-0.142462305
195.1392096,-0.133668335
195.0727454,-0.122361802
195.0062811,-0.106030143
194.9398169,-0.08592964
194.8733527,-0.067085418
194.8068885,-0.048241197
194.7404242,-0.031909538
194.67396,-0.015577879
194.6074958,-0.005527628
194.5410316,0.004522624
194.4745673,0.012060312
194.4081031,0.01834172
194.3416389,0.023366845
194.2751747,0.029648252
194.2087104,0.038442223
194.1422462,0.047236193
194.075782,0.057286444
194.0093178,0.069849259
193.9428535,0.083668354
193.8763893,0.09748745
193.8099251,0.111306546
193.7434609,0.126381923
193.6769966,0.138944738
193.6105324,0.147738708
193.5440682,0.155276396
193.477604,0.157788959
193.4111397,0.156532678
193.3446755,0.150251271
193.2782113,0.143969864
193.2117471,0.136432175
193.1452828,0.127638205
193.0788186,0.121356798
193.0123544,0.112562828
192.9458902,0.108793983
192.8794259,0.103768857
192.8129617,0.101256295
192.7464975,0.098743732
192.6800333,0.096231169
192.613569,0.092462324
192.5471048,0.087437199
192.4806406,0.081155792
192.4141764,0.072361821
192.3477121,0.06231157
192.2812479,0.047236193
192.2147837,0.032160815
192.1483195,0.017085438
192.0818552,0.002010061
192.015391,-0.014321598
191.9489268,-0.029396975
191.8824626,-0.04195979
191.8159984,-0.054522604
191.7495341,-0.064572856
191.6830699,-0.07713567
191.6166057,-0.087185921
191.5501415,-0.099748736
191.4836772,-0.113567832
191.417213,-0.128643209
191.3507488,-0.144974868
191.2842846,-0.160050245
191.2178203,-0.175125622
191.1513561,-0.188944718
191.0848919,-0.200251251
191.0184277,-0.210301503
190.9519634,-0.220351754
190.8854992,-0.227889443
190.819035,-0.235427131
190.7525708,-0.240452257
190.6861065,-0.246733664
190.6196423,-0.250502509
190.5531781,-0.255527634
190.4867139,-0.26055276
190.4202496,-0.263065323
190.3537854,-0.264321604
190.2873212,-0.265577886
190.220857,-0.264321604
190.1543927,-0.261809042
190.0879285,-0.254271353
190.0214643,-0.24296482
189.9550001,-0.227889443
189.8885358,-0.210301503
189.8220716,-0.191457281
189.7556074,-0.171356778
189.6891432,-0.152512556
189.6226789,-0.133668335
189.5562147,-0.116080395
189.4897505,-0.10351758
189.4232863,-0.090954766
189.356822,-0.080904514
189.2903578,-0.069597981
189.2238936,-0.058291448
189.1574294,-0.043216071
189.0909651,-0.026884412
189.0245009,-0.009296472
188.9580367,0.012060312
188.8915725,0.033417097
188.8251082,0.054773881
188.758644,0.074874384
188.6921798,0.092462324
188.6257156,0.107537702
188.5592513,0.120100516
188.4927871,0.128894486
188.4263229,0.136432175
188.3598587,0.138944738
188.2933944,0.140201019
188.2269302,0.140201019
188.160466,0.142713582
188.0940018,0.145226145
188.0275376,0.147738708
187.9610733,0.151507552
187.8946091,0.157788959
187.8281449,0.165326648
187.7616807,0.172864337
187.6952164,0.181658307
187.6287522,0.186683432
187.562288,0.190452277
187.4958238,0.190452277
187.4293595,0.187939714
187.3628953,0.180402025
187.2964311,0.166582929
187.2299669,0.151507552
187.1635026,0.131407049
187.0970384,0.112562828
187.0305742,0.092462324
186.96411,0.074874384
186.8976457,0.057286444
186.8311815,0.043467348
186.7647173,0.032160815
186.6982531,0.022110564
186.6317888,0.015829157
186.5653246,0.007035187
186.4988604,-0.003015065
186.4323962,-0.014321598
186.3659319,-0.028140694
186.2994677,-0.043216071
186.2330035,-0.062060293
186.1665393,-0.083417077
186.100075,-0.10351758
186.0336108,-0.126130646
185.9671466,-0.144974868
185.9006824,-0.161306526
185.8342181,-0.176381904
185.7677539,-0.187688437
185.7012897,-0.195226125
185.6348255,-0.19899497
185.5683612,-0.201507532
185.501897,-0.204020095
185.4354328,-0.205276377
185.3689686,-0.206532658
185.3025043,-0.20778894
185.2360401,-0.206532658
185.1695759,-0.209045221
185.1031117,-0.209045221
185.0366474,-0.209045221
184.9701832,-0.20778894
184.903719,-0.205276377
184.8372548,-0.202763814
184.7707905,-0.196482407
184.7043263,-0.190201
184.6378621,-0.182663311
184.5713979,-0.176381904
184.5049337,-0.168844215
184.4384694,-0.162562808
184.3720052,-0.157537682
184.305541,-0.152512556
184.2390768,-0.147487431
184.1726125,-0.141206023
184.1061483,-0.136180898
184.0396841,-0.131155772
183.9732199,-0.122361802
183.9067556,-0.113567832
183.8402914,-0.10351758
183.7738272,-0.090954766
183.707363,-0.079648233
183.6408987,-0.0683417
183.5744345,-0.058291448
183.5079703,-0.05075376
183.4415061,-0.044472352
183.3750418,-0.038190945
183.3085776,-0.031909538
183.2421134,-0.028140694
183.1756492,-0.021859287
183.1091849,-0.014321598
183.0427207,-0.003015065
182.9762565,0.009547749
182.9097923,0.023366845
182.843328,0.038442223
182.7768638,0.056030163
182.7103996,0.07110554
182.6439354,0.083668354
182.5774711,0.094974887
182.5110069,0.101256295
182.4445427,0.105025139
182.3780785,0.102512576
182.3116142,0.096231169
