311.3718593,-0.027613544
311.307219,-0.030452027
311.2425787,-0.031784404
311.1779384,-0.032029788
311.1132981,-0.030079264
311.0486579,-0.02838069
310.9840176,-0.026442306
310.9193773,-0.023422382
310.854737,-0.019822817
310.7900967,-0.016341587
310.7254564,-0.013841674
310.6608161,-0.012501479
310.5961758,-0.012575897
310.5315355,-0.01453166
310.4668953,-0.016012826
310.402255,-0.018779571
310.3376147,-0.021866811
310.2729744,-0.02457947
310.2083341,-0.027443959
310.1436938,-0.029331987
310.0790535,-0.029875594
310.0144132,-0.029793071
309.9497729,-0.026914648
309.8851327,-0.024799616
309.8204924,-0.022947194
309.7558521,-0.019873464
309.6912118,-0.016953851
309.6265715,-0.015302597
309.5619312,-0.014441825
309.4972909,-0.014211405
309.4326506,-0.01521126
309.3680103,-0.016649675
309.3033701,-0.019233119
309.2387298,-0.022402598
309.1740895,-0.02530184
309.1094492,-0.028119725
309.0448089,-0.030745902
308.9801686,-0.031646795
308.9155283,-0.031754883
308.850888,-0.03046569
308.7862477,-0.029065586
308.7216075,-0.027436009
308.6569672,-0.023895745
308.5923269,-0.021090491
308.5276866,-0.018730966
308.4630463,-0.017297626
308.398406,-0.016889523
308.3337657,-0.017810163
308.2691254,-0.019725266
308.2044852,-0.022657264
308.1398449,-0.026399654
308.0752046,-0.0301504
308.0105643,-0.031546892
307.945924,-0.033242161
307.8812837,-0.034093424
307.8166434,-0.033225239
307.7520031,-0.030992889
307.6873628,-0.02782032
307.6227226,-0.02453245
307.5580823,-0.022467522
307.493442,-0.019767559
307.4288017,-0.017687379
307.3641614,-0.0164499
307.2995211,-0.015926509
307.2348808,-0.016165902
307.1702405,-0.01748109
307.1056002,-0.01961457
307.04096,-0.021923677
306.9763197,-0.023878178
306.9116794,-0.025058926
306.8470391,-0.025491244
306.7823988,-0.02547641
306.7177585,-0.024713437
306.6531182,-0.022788901
306.5884779,-0.020544974
306.5238376,-0.018482302
306.4591974,-0.016329174
306.3945571,-0.016962084
306.3299168,-0.016702835
306.2652765,-0.017390944
306.2006362,-0.018653497
306.1359959,-0.020488195
306.0713556,-0.022937731
306.0067153,-0.025517835
305.942075,-0.02821993
305.8774348,-0.030244668
305.8127945,-0.031730653
305.7481542,-0.032213394
305.6835139,-0.03227877
305.6188736,-0.031084658
305.5542333,-0.028959011
305.489593,-0.026289673
305.4249527,-0.023178573
305.3603125,-0.020047456
305.2956722,-0.018243176
305.2310319,-0.017189619
305.1663916,-0.0172715
305.1017513,-0.017727899
305.037111,-0.019322663
304.9724707,-0.021230981
304.9078304,-0.023520887
304.8431901,-0.025391243
304.7785499,-0.026515943
304.7139096,-0.027025958
304.6492693,-0.026888966
304.584629,-0.026315588
