time,field,ref,writeheader
24.307178631051766,-0.18450617081349707,-1.0488772932884144e-6 + 0.0im,false
24.84140233722872,-0.3893092345421238,-1.3045820351200592e-6 + 0.0im,false
25.375626043405678,-0.449735927908335,-8.759589716244324e-7 + 0.0im,false
25.90984974958264,-0.35887922685492046,-3.9817033127355025e-7 + 0.0im,false
26.444073455759593,-0.15503566514231346,-9.570385603705855e-8 + 0.0im,false
26.978297161936556,0.09047671763195562,3.167992501593062e-8 + 0.0im,false
27.51252086811352,0.29321297858834033,5.537615322776758e-8 + 0.0im,false
28.04674457429047,0.38419298982178024,3.93418165252504e-8 + 0.0im,false
28.580968280467435,0.3379119524378113,1.8709205888892407e-8 + 0.0im,false
29.115191986644405,0.18243463296243195,5.4106125099981405e-9 + 0.0im,false
29.64941569282135,-0.01660849474097687,-3.228716057877979e-10 + 0.0im,false
30.18363939899831,-0.18712346805188623,-1.6391176797687524e-9 + 0.0im,false
30.717863105175283,-0.2773068185000125,-1.2615440150264435e-9 + 0.0im,false
31.252086811352264,-0.26771084957080366,-6.242446621936939e-10 + 0.0im,false
31.786310517529227,-0.17087475212770406,-2.014422193276138e-10 + 0.0im,false
32.3205342237062,-0.024339887372614628,-1.550580536960565e-11 + 0.0im,false
32.85475792988314,0.1206289760358187,3.305002950756474e-11 + 0.0im,false
33.3889816360601,0.214784655588258,2.8814321407680642e-11 + 0.0im,false
33.923205342237075,0.22857165837295756,1.4847996952349333e-11 + 0.0im,false
34.45742904841402,0.16393678298440914,5.150175587466528e-12 + 0.0im,false
34.99165275459098,0.051977290059396275,8.047916433100779e-13 + 0.0im,false
35.525876460767954,-0.06304172481340628,-4.303068136401334e-13 + 0.0im,false
36.06010016694491,-0.14282789834957146,-4.666229663856456e-13 + 0.0im,false
36.59432387312186,-0.1668610842634825,-2.522333657761677e-13 + 0.0im,false
37.128547579298825,-0.13447000910712345,-9.218563088941316e-14 + 0.0im,false
37.66277128547579,-0.061298616156377696,-1.900878958844233e-14 + 0.0im,false
38.19699499165274,0.026124494415242474,3.0436325390334115e-15 + 0.0im,false
38.7312186978297,0.09777182272455436,5.31339899447746e-15 + 0.0im,false
39.26544240400667,0.13011311251708968,3.0610763408660055e-15 + 0.0im,false
39.79966611018362,0.11543965494695704,1.1671160727145033e-15 + 0.0im,false
40.33388981636062,0.06454735500974826,2.794736280498744e-16 + 0.0im,false
40.868113522537584,0.00027301743511960345,3.95366421175158e-19 + 0.0im,false
41.402337228714536,-0.05380461901239693,-4.189786171390485e-17 + 0.0im,false
41.936560934891496,-0.08220550508121868,-2.6505263677721166e-17 + 0.0im,false
42.47078464106846,-0.08036762925283358,-1.0511099101994919e-17 + 0.0im,false
43.005008347245415,-0.05312250866994409,-2.7611066496888125e-18 + 0.0im,false
43.539232053422374,-0.011778371711164649,-2.4342608584134574e-19 + 0.0im,false
44.073455759599334,0.02913774013940916,2.2175897892153635e-19 + 0.0im,false
44.607679465776286,0.055974827150001155,1.6324056130143543e-19 + 0.0im,false
45.14190317195325,0.060766642464577886,6.754464477482435e-20 + 0.0im,false
45.67612687813021,0.0445246336545693,1.889998392373818e-20 + 0.0im,false
46.210350584307164,0.016227566223109946,2.65207310003385e-21 + 0.0im,false
46.74457429048413,-0.0122228502460391,-7.282685022467284e-22 + 0.0im,false
47.27879799666109,-0.031434550598402146,-7.109716670356056e-22 + 0.0im,false
47.81302170283804,-0.0371763199456181,-3.1008136622004905e-22 + 0.0im,false
48.347245409015,-0.03012072497795654,-9.099247882980652e-23 + 0.0im,false
48.88146911519197,-0.014362142853504808,-1.5826923609481005e-23 + 0.0im,false
49.41569282136896,0.00409952650580125,1.0681836413364314e-24 + 0.0im,false
49.94991652754592,0.018946425757037547,2.1671967766250485e-24 + 0.0im,false
50.48414023372288,0.025509272085904144,1.0166484992236396e-24 + 0.0im,false
51.018363939899835,0.02255164195345599,3.106466646093685e-25 + 0.0im,false
51.552587646076795,0.012634879501098957,6.111467237209437e-26 + 0.0im,false
52.08681135225377,0.000533822628350498,1.9282767933023033e-27 + 0.0im,false
52.621035058430714,-0.009237946315251048,-4.533347181819475e-27 + 0.0im,false
53.15525876460767,-0.014102048285188917,-2.3760164910482155e-27 + 0.0im,false
53.68948247078465,-0.013642968668990965,-7.554774051034434e-28 + 0.0im,false
54.22370617696159,-0.009003397055120543,-1.6088763617568228e-28 + 0.0im,false
54.75792988313855,-0.002214155077731592,-1.407590999416636e-29 + 0.0im,false
55.292153589315525,0.004344188490581316,6.2349601746950446e-30 + 0.0im,false
55.82637729549246,0.008544564967849012,3.9426147221158345e-30 + 0.0im,false
56.36060100166943,0.009246362162083481,1.3118042726129441e-30 + 0.0im,false
56.894824707846404,0.00677338439965773,2.954667224706644e-31 + 0.0im,false
57.42904841402336,0.002645394799590599,3.6086588633423454e-32 + 0.0im,false
57.963272120200344,-0.0013287889749573516,-4.9845130824069464e-33 + 0.0im,false
58.49749582637732,-0.00389662237100652,-4.611573394423753e-33 + 0.0im,false
59.03171953255428,-0.004640694050197739,-1.6273664469405283e-33 + 0.0im,false
59.56594323873122,-0.003793593906889503,-3.830455330600442e-34 + 0.0im,false
60.10016694490819,-0.001942888959945709,-5.551272496508846e-35 + 0.0im,false
60.634390651085155,0.00018349571124899282,9.871693121489736e-37 + 0.0im,false
61.1686143572621,0.0018784681250823955,3.752865442909307e-36 + 0.0im,false
61.70283806343907,0.002643348594196557,1.4410789746072323e-36 + 0.0im,false
62.237061769616034,0.0023709021395058997,3.5285715201592285e-37 + 0.0im,false
62.771285475792986,0.0013752854008137413,5.668954940531929e-38 + 0.0im,false
63.305509181969946,0.00018927246789961338,2.513668309161771e-39 + 0.0im,false
63.83973288814691,-0.0007283842368066817,-2.0706420962223192e-39 + 0.0im,false
64.37395659432386,-0.001158396830892709,-9.08541666771654e-40 + 0.0im,false
64.90818030050082,-0.0011077641703030733,-2.3180074866124264e-40 + 0.0im,false
65.44240400667779,-0.0007170968998750092,-3.9891253089361055e-41 + 0.0im,false
65.97662771285474,-0.0001795802257150392,-3.2262522927819914e-42 + 0.0im,false
66.5108514190317,0.00031030451724509394,7.287828359099134e-43 + 0.0im,false
67.0450751252087,0.000600247394843625,4.057722544478156e-43 + 0.0im,false
67.57929883138566,0.0006260376468655017,1.0876921617814804e-43 + 0.0im,false
68.11352253756262,0.00043397485827880464,1.9687230131022335e-44 + 0.0im,false
68.64774624373958,0.0001477455942465764,2.0491054601030807e-45 + 0.0im,false
69.18196994991654,-0.00010519239661495039,-1.3225879546638878e-46 + 0.0im,false
69.7161936560935,-0.0002509102639529553,-1.2723358264337466e-46 + 0.0im,false
70.25041736227045,-0.00027723834786682586,-3.64586050007456e-47 + 0.0im,false
70.78464106844741,-0.00021105652495325957,-6.878954891539767e-48 + 0.0im,false
71.31886477462437,-9.470568709133205e-5,-8.229928062562293e-49 + 0.0im,false
71.85308848080133,2.7464810130688987e-5,-6.518932160733162e-51 + 0.0im,false
72.38731218697828,0.00011674169428670679,2.7545891950198795e-50 + 0.0im,false
72.92153589315525,0.00014888413029718472,8.716673633955021e-51 + 0.0im,false
73.45575959933223,0.00012356320158174466,1.7107135264608595e-51 + 0.0im,false
73.98998330550916,6.396751332418946e-5,2.233793303275554e-52 + 0.0im,false
74.52420701168613,1.5908730741494846e-6,1.0631375482067316e-53 + 0.0im,false
75.05843071786309,-4.14068881736347e-5,-3.9769557352600247e-54 + 0.0im,false
75.59265442404008,-5.824480500732623e-5,-1.4814324180250503e-54 + 0.0im,false
76.12687813021704,-5.29145915422746e-5,-3.036364242753228e-55 + 0.0im,false
76.66110183639401,-3.3682608930775785e-5,-4.211815507211771e-56 + 0.0im,false
77.19532554257096,-9.386895121036129e-6,-3.02045519363733e-57 + 0.0im,false
77.72954924874792,1.190492667279283e-5,3.494366356205638e-58 + 0.0im,false
78.26377295492489,2.411754600788326e-5,1.7786042460658757e-58 + 0.0im,false
78.79799666110183,2.5124920506983292e-5,3.850281872590319e-59 + 0.0im,false
79.3322203672788,1.7506267242538606e-5,5.59329081354547e-60 + 0.0im,false
79.86644407345577,6.599282078704901e-6,4.8872133747087796e-61 + 0.0im,false
80.40066777963273,-2.7032636588178833e-6,-1.2072072489559368e-62 + 0.0im,false
80.93489148580967,-7.933792886224276e-6,-1.4916119344079955e-62 + 0.0im,false
81.46911519198665,-8.978840186209852e-6,-3.486369577247613e-63 + 0.0im,false
82.0033388981636,-7.037954419539684e-6,-5.271342705543946e-64 + 0.0im,false
82.53756260434055,-3.7111840649583012e-6,-5.169385311074617e-65 + 0.0im,false
83.07178631051752,-4.296009716994383e-7,-1.0400936888030726e-66 + 0.0im,false
83.60601001669448,1.8562065641698568e-6,8.551052247393044e-67 + 0.0im,false
84.14023372287143,2.7363435927292726e-6,2.2493926465448576e-67 + 0.0im,false
84.67445742904843,2.3034619276727785e-6,3.5403940704137543e-68 + 0.0im,false
85.2086811352254,1.102524078630061e-6,3.743231585710074e-69 + 0.0im,false
85.74290484140234,-1.6304264656150767e-7,1.7153719551456356e-70 + 0.0im,false
86.27712854757931,-1.0293633079507812e-6,-3.193026954251176e-71 + 0.0im,false
86.81135225375628,-1.3873257559901506e-6,-1.029653284968599e-71 + 0.0im,false
87.34557595993321,-1.346866615662889e-6,-1.6980512791234915e-72 + 0.0im,false
87.87979966611019,-1.0752070882723634e-6,-1.894754426106498e-73 + 0.0im,false
88.41402337228716,-7.124299298684183e-7,-1.1728025120716895e-74 + 0.0im,false
88.94824707846409,-3.7076233193518727e-7,6.700426875763824e-76 + 0.0im,false
89.48247078464107,-1.5441113932096367e-7,3.3179551179741064e-76 + 0.0im,false
90.01669449081804,-1.207820425339882e-7,5.818432688375683e-77 + 0.0im,false
90.55091819699497,-2.3187760078473326e-7,6.777978705265189e-78 + 0.0im,false
91.08514190317194,-3.8978919513553506e-7,4.9168826545941617e-79 + 0.0im,false
91.61936560934892,-5.130388654204632e-7,-1.7308966829398498e-81 + 0.0im,false
92.15358931552585,-5.701142183131216e-7,-7.420269146974738e-81 + 0.0im,false
92.68781302170282,-5.687181709237626e-7,-1.4227967437119234e-81 + 0.0im,false
93.2220367278798,-5.344391460430505e-7,-1.7239525643763647e-82 + 0.0im,false
93.75626043405676,-4.939960399838282e-7,-1.3780934338561735e-83 + 0.0im,false
94.29048414023373,-4.6626752502264566e-7,-3.4158108572289313e-85 + 0.0im,false
94.8247078464107,-4.5849620656050567e-7,1.1192048708209058e-85 + 0.0im,false
95.35893155258763,-4.662987579903989e-7,2.4757838014216922e-86 + 0.0im,false
95.89315525876461,-4.807662922004154e-7,3.1279271288531666e-87 + 0.0im,false
96.42737896494158,-4.938084404884025e-7,2.669861420906782e-88 + 0.0im,false
96.96160267111851,-4.961432488914637e-7,1.1118301001375975e-89 + 0.0im,false
97.49582637729549,-4.826477687710153e-7,-1.0616176747753567e-90 + 0.0im,false
98.03005008347246,-4.601022697265746e-7,-3.049030789302467e-91 + 0.0im,false
98.56427378964939,-4.4310624813818564e-7,-4.0541963654905834e-92 + 0.0im,false
99.09849749582636,-4.431161813168138e-7,-3.633565854184039e-93 + 0.0im,false
99.63272120200334,-4.608512919018107e-7,-1.9053983768894285e-94 + 0.0im,false
100.16694490818027,-4.871697204851307e-7,4.846215772358171e-96 + 0.0im,false
100.70116861435724,-5.104982623013709e-7,2.631898571889986e-96 + 0.0im,false
101.23539232053422,-5.233955043134602e-7,3.7532700535543527e-97 + 0.0im,false
101.76961602671119,-5.235242970863912e-7,3.5042747526818686e-98 + 0.0im,false
102.30383973288815,-5.114383054802622e-7,2.092817284596873e-99 + 0.0im,false
102.83806343906512,-4.89217223041373e-7,1.5035674901305522e-101 + 0.0im,false
103.37228714524207,-4.6244048523151477e-7,-1.5635278788814063e-101 + 0.0im,false
103.90651085141903,-4.4092233905280506e-7,-2.477577523459604e-102 + 0.0im,false
104.440734557596,-4.3393782341992926e-7,-2.40655070789497e-103 + 0.0im,false
104.97495826377298,-4.4436453480146504e-7,-1.5612997074619577e-104 + 0.0im,false
105.5091819699499,-4.6720722244912635e-7,-3.959598651935583e-106 + 0.0im,false
106.04340567612688,-4.930357414762188e-7,6.14858697234957e-107 + 0.0im,false
106.57762938230385,-5.130800243636694e-7,1.1618383942516514e-107 + 0.0im,false
107.11185308848079,-5.221672765003733e-7,1.1798130092125489e-108 + 0.0im,false
107.64607679465776,-5.186144039644603e-7,8.110818974966646e-110 + 0.0im,false
108.18030050083473,-5.039101374008434e-7,2.9627311306487907e-111 + 0.0im,false
108.71452420701166,-4.827812075919631e-7,-1.4377001525851744e-112 + 0.0im,false
109.24874791318864,-4.623846822330866e-7,-3.844424302904242e-113 + 0.0im,false
109.78297161936561,-4.5000882765293564e-7,-4.132395241079971e-114 + 0.0im,false
110.31719532554254,-4.497703593341073e-7,-2.9714905456017654e-115 + 0.0im,false
110.85141903171952,-4.606935567708464e-7,-1.302471085204262e-116 + 0.0im,false
111.38564273789652,-4.777470524943147e-7,1.0854550564489532e-118 + 0.0im,false
111.91986644407346,-4.946201807102778e-7,8.867011857672797e-119 + 0.0im,false
112.45409015025042,-5.060471033933162e-7,1.0333608935068699e-119 + 0.0im,false
112.9883138564274,-5.090189390032952e-7,7.731307852669085e-121 + 0.0im,false
113.52253756260433,-5.031571750887622e-7,3.776653774903068e-122 + 0.0im,false
114.0567612687813,-4.907195460779257e-7,4.533139307357225e-124 + 0.0im,false
114.59098497495827,-4.7610262521702474e-7,-1.3919918825108938e-124 + 0.0im,false
115.1252086811352,-4.644321991956793e-7,-1.840449879602313e-125 + 0.0im,false
115.65943238731218,-4.596792560586137e-7,-1.4340842721475134e-126 + 0.0im,false
116.19365609348915,-4.6317224859892407e-7,-7.524908398801278e-128 + 0.0im,false
116.72787979966608,-4.732513347443499e-7,-1.793473737618908e-129 + 0.0im,false
117.26210350584306,-4.861196416015811e-7,1.4080656690977562e-130 + 0.0im,false
117.79632721202003,-4.973260822943152e-7,2.323706847959163e-131 + 0.0im,false
118.33055091819696,-5.032264840407275e-7,1.8998915884678144e-132 + 0.0im,false
118.86477462437394,-5.021079389767132e-7,1.0500511651653158e-133 + 0.0im,false
119.39899833055091,-4.946841304998796e-7,3.286311274750827e-135 + 0.0im,false
119.93322203672784,-4.837588801582028e-7,-7.671201413878994e-137 + 0.0im,false
120.46744574290486,-4.7321683153504683e-7,-2.0623782582956852e-137 + 0.0im,false
121.00166944908182,-4.666219716656888e-7,-1.7981028553732903e-138 + 0.0im,false
121.53589315525876,-4.6593759078487565e-7,-1.03659599733828e-139 + 0.0im,false
122.07011686143574,-4.708896296850178e-7,-3.7600094426699537e-141 + 0.0im,false
122.6043405676127,-4.792339463295464e-7,-2.3924371199057716e-144 + 0.0im,false
123.13856427378964,-4.877820047851685e-7,1.266898256909191e-143 + 0.0im,false
123.6727879799666,-4.936908918719897e-7,1.2141259390837811e-144 + 0.0im,false
124.20701168614357,-4.954172552674055e-7,7.280085072945829e-146 + 0.0im,false
124.7412353923205,-4.930341207617943e-7,2.8940145474532973e-147 + 0.0im,false
125.27545909849748,-4.879549818348979e-7,3.92465332673686e-149 + 0.0im,false
125.80968280467445,-4.822513060069149e-7,-5.217809450006305e-150 + 0.0im,false
126.34390651085143,-4.778348375907189e-7,-5.830488650088883e-151 + 0.0im,false
126.87813021702836,-4.757576579525709e-7,-3.648328902254199e-152 + 0.0im,false
127.41235392320533,-4.7592593132888183e-7,-1.5440714078384198e-153 + 0.0im,false
127.9465776293823,-4.773789342247042e-7,-3.2964490146660075e-155 + 0.0im,false
128.48080133555925,-4.7895409576908e-7,1.3289729205459409e-156 + 0.0im,false
129.01502504173624,-4.799175780801367e-7,1.979665909815072e-157 + 0.0im,false
129.54924874791323,-4.802213575886834e-7,1.3061650640444853e-158 + 0.0im,false
130.08347245409016,-4.803395616940411e-7,5.795825942290602e-160 + 0.0im,false
130.61769616026712,-4.808585648749817e-7,1.5286608874544455e-161 + 0.0im,false
131.1519198664441,-4.820698652263021e-7,-1.4818314005844847e-163 + 0.0im,false
131.68614357262103,-4.837337770925617e-7,-4.7027354536485614e-164 + 0.0im,false
132.220367278798,-4.851258987514259e-7,-3.3396496417254117e-165 + 0.0im,false
132.75459098497498,-4.853796954271221e-7,-1.5429253189205913e-166 + 0.0im,false
133.2888146911519,-4.839661371188036e-7,-4.596037382105786e-168 + 0.0im,false
133.82303839732887,-4.810324639311393e-7,-2.3135367704907696e-170 + 0.0im,false
134.35726210350586,-4.773961570166549e-7,7.660998018281344e-171 + 0.0im,false
134.8914858096828,-4.742128361822211e-7,6.086345579239883e-172 + 0.0im,false
135.42570951585975,-4.725081687505676e-7,2.926193732852857e-173 + 0.0im,false
135.95993322203674,-4.727891213968426e-7,9.428249731870533e-175 + 0.0im,false
136.49415692821367,-4.7487600371201175e-7,1.2611024709285569e-176 + 0.0im,false
137.02838063439063,-4.780048397290827e-7,-8.192261652418253e-178 + 0.0im,false
137.56260434056762,-4.811497748427698e-7,-7.874282228437871e-179 + 0.0im,false
138.09682804674458,-4.834156416558018e-7,-3.962497562346234e-180 + 0.0im,false
138.63105175292154,-4.843211456095139e-7,-1.349762390295992e-181 + 0.0im,false
139.16527545909852,-4.838823497846463e-7,-2.5040312079520792e-183 + 0.0im,false
139.69949916527545,-4.825277566686775e-7,5.063227026875716e-185 + 0.0im,false
140.23372287145241,-4.809049965424488e-7,7.179469585247321e-186 + 0.0im,false
140.7679465776294,-4.796178683655892e-7,3.833559635353441e-187 + 0.0im,false
141.30217028380633,-4.789832974414213e-7,1.3643690763405228e-188 + 0.0im,false
141.8363939899833,-4.789559325787611e-7,2.996263843989738e-190 + 0.0im,false
142.37061769616028,-4.792752997584836e-7,-7.129479552379991e-193 + 0.0im,false
142.9048414023372,-4.797035141189532e-7,-4.55230076530223e-193 + 0.0im,false
143.43906510851417,-4.801515228049269e-7,-2.6473007289172232e-194 + 0.0im,false
143.97328881469116,-4.806132463365193e-7,-9.80087350835034e-196 + 0.0im,false
144.5075125208681,-4.810274793338872e-7,-2.3832957859432386e-197 + 0.0im,false
145.04173622704505,-4.812624108936826e-7,-1.63737133995234e-199 + 0.0im,false
145.57595993322204,-4.812505472640955e-7,1.9552167131857396e-200 + 0.0im,false
146.11018363939897,-4.810847733895859e-7,1.3014260411337054e-201 + 0.0im,false
146.64440734557593,-4.809400399898934e-7,5.021018373733543e-203 + 0.0im,false
147.17863105175294,-4.809359125704924e-7,1.3070747020675945e-204 + 0.0im,false
147.71285475792988,-4.810980488415161e-7,1.6106957703013114e-206 + 0.0im,false
148.24707846410683,-4.813947548319969e-7,-5.343696021421612e-208 + 0.0im,false
148.78130217028382,-4.817592138885956e-7,-4.5315255700744035e-209 + 0.0im,false
149.31552587646078,-4.820874481770137e-7,-1.8373955658440688e-210 + 0.0im,false
149.8497495826377,-4.822524369054244e-7,-5.029085712097462e-212 + 0.0im,false
150.3839732888147,-4.821573982115736e-7,-7.941787649453261e-214 + 0.0im,false
150.91819699499166,-4.818000702984426e-7,7.446118245844202e-216 + 0.0im,false
151.4524207011686,-4.812921672105158e-7,1.1074451451035354e-216 + 0.0im,false
151.98664440734558,-4.808120899884632e-7,4.802958297332966e-218 + 0.0im,false
152.52086811352254,-4.805235091796304e-7,1.370196311817146e-219 + 0.0im,false
153.05509181969947,-4.805092973149217e-7,2.4827608997915534e-221 + 0.0im,false
153.58931552587646,-4.807480681671092e-7,3.4472739653497607e-224 + 0.0im,false
154.12353923205342,-4.811339422636366e-7,-1.867610791673159e-224 + 0.0im,false
154.65776293823035,-4.815253700082584e-7,-8.95459927411418e-226 + 0.0im,false
155.19198664440734,-4.818007257873876e-7,-2.6572630781512e-227 + 0.0im,false
155.72621035058432,-4.818982207639882e-7,-5.2503750926513054e-229 + 0.0im,false
156.26043405676128,-4.818267940785083e-7,-3.83357027907943e-231 + 0.0im,false
156.79465776293824,-4.816487387902488e-7,2.097625560501099e-232 + 0.0im,false
157.3288814691152,-4.814460414395622e-7,1.1866262610907084e-233 + 0.0im,false
157.86310517529213,-4.812872978640671e-7,3.67813301972935e-235 + 0.0im,false
158.39732888146912,-4.812076883715374e-7,7.716581446573143e-237 + 0.0im,false
158.93155258764608,-4.812063197682456e-7,8.413931879480843e-239 + 0.0im,false
159.465776293823,-4.812573830773792e-7,-1.4281404732190292e-240 + 0.0im,false
160.0,-4.813268072801481e-7,-1.1106033241539155e-241 + 0.0im,false
