Time,Amplitude
-6.000000000000000000e+01,1.410066486802778425e-08
-5.987987987987988703e+01,3.574562767006371494e-08
-5.975975975975976695e+01,4.116326119384117045e-08
-5.963963963963963266e+01,3.019407099275756229e-08
-5.951951951951951969e+01,8.664966775934289664e-09
-5.939939939939939961e+01,1.448764428751275859e-08
-5.927927927927928664e+01,3.058971286297798395e-08
-5.915915915915916656e+01,3.410930120782695629e-08
-5.903903903903903228e+01,2.440700066199535881e-08
-5.891891891891891930e+01,5.934483009749358828e-09
-5.879879879879879923e+01,1.333071992257184360e-08
-5.867867867867868625e+01,2.497859072040503537e-08
-5.855855855855856618e+01,2.384596675032366162e-08
-5.843843843843843899e+01,1.072262532484172352e-08
-5.831831831831831181e+01,7.466824211294076099e-09
-5.819819819819819884e+01,2.061605045171333041e-08
-5.807807807807807876e+01,2.053238330328166661e-08
-5.795795795795796579e+01,5.742248310157578544e-09
-5.783783783783783861e+01,1.675120642467137168e-08
-5.771771771771771142e+01,3.427313380377494614e-08
-5.759759759759759845e+01,3.498724085296972637e-08
-5.747747747747747837e+01,1.496803842184531828e-08
-5.735735735735736540e+01,1.814202778240015109e-08
-5.723723723723723822e+01,4.753671900292744234e-08
-5.711711711711711104e+01,5.530985396652588334e-08
-5.699699699699699806e+01,3.250713742555116771e-08
-5.687687687687687799e+01,1.418462238374218497e-08
-5.675675675675676501e+01,6.339556566246906486e-08
-5.663663663663663783e+01,8.837074389377030470e-08
-5.651651651651651065e+01,7.080993912628174711e-08
-5.639639639639639768e+01,1.238288913414653531e-08
-5.627627627627627760e+01,6.273617633470451649e-08
-5.615615615615616463e+01,1.171320721574109512e-07
-5.603603603603603744e+01,1.180956928732990239e-07
-5.591591591591591026e+01,5.597871113882310671e-08
-5.579579579579579018e+01,4.683876038391599225e-08
-5.567567567567567721e+01,1.426711632427912772e-07
-5.555555555555555713e+01,1.798311910754524198e-07
-5.543543543543544416e+01,1.294191837595687266e-07
-5.531531531531531698e+01,4.140031321667181604e-09
-5.519519519519518980e+01,1.421258902395416946e-07
-5.507507507507507682e+01,2.366713592481528544e-07
-5.495495495495495675e+01,2.235264862771591085e-07
-5.483483483483484378e+01,9.512853308822969577e-08
-5.471471471471472370e+01,9.738995897379254656e-08
-5.459459459459458941e+01,2.636855349460454341e-07
-5.447447447447447644e+01,3.168574415103875122e-07
-5.435435435435435636e+01,2.191987841395071075e-07
-5.423423423423424339e+01,6.738132681927134084e-09
-5.411411411411412331e+01,2.230739069817300119e-07
-5.399399399399399613e+01,3.577203963538444769e-07
-5.387387387387388316e+01,3.280626723490831810e-07
-5.375375375375375597e+01,1.478598851083479100e-07
-5.363363363363363590e+01,8.921964524155612486e-08
-5.351351351351352292e+01,2.570330174074264524e-07
-5.339339339339339574e+01,2.657268132288947897e-07
-5.327327327327328277e+01,1.143574447639572582e-07
-5.315315315315315559e+01,1.042441702341356808e-07
-5.303303303303303551e+01,2.531379185648497114e-07
-5.291291291291292254e+01,2.309654877282740811e-07
-5.279279279279280246e+01,3.713895035413472429e-08
-5.267267267267267528e+01,2.178183317782522655e-07
-5.255255255255255520e+01,3.686903643080885393e-07
-5.243243243243243512e+01,2.922022742503638541e-07
-5.231231231231232215e+01,9.584384458059120740e-09
-5.219219219219220207e+01,3.909287497837477100e-07
-5.207207207207207489e+01,6.286622024296861687e-07
-5.195195195195194771e+01,5.451346358079645486e-07
-5.183183183183183473e+01,1.231201905567327145e-07
-5.171171171171171466e+01,4.559268360326829160e-07
-5.159159159159160168e+01,8.838255453905152558e-07
-5.147147147147147450e+01,8.827628346080307509e-07
-5.135135135135134732e+01,3.704484361605111318e-07
-5.123123123123123435e+01,4.592709514994186902e-07
-5.111111111111111427e+01,1.198807878832891578e-06
-5.099099099099100130e+01,1.419420993160325909e-06
-5.087087087087086701e+01,9.069948612563383767e-07
-5.075075075075074693e+01,1.829027080408884836e-07
-5.063063063063063396e+01,1.349018661118362007e-06
-5.051051051051051388e+01,1.962755722766218566e-06
-5.039039039039040091e+01,1.592266649970503058e-06
-5.027027027027027373e+01,2.720597965735205195e-07
-5.015015015015014654e+01,1.437967494321068547e-06
-5.003003003003003357e+01,2.670676007926239849e-06
