time,current
-300.0,7.749373861057615e-22
-299.9879997599952,7.727491442084645e-22
-299.9759995199904,8.011051833128937e-22
-299.9639992799856,8.112736763933932e-22
-299.9519990399808,8.16680577200255e-22
-299.939998799976,8.360675255214369e-22
-299.92799855997123,8.859184188553e-22
-299.91599831996643,9.316927609277307e-22
-299.9039980799616,1.0055715813374044e-21
-299.89199783995684,1.08848179931167e-21
-299.879997599952,8.546791236232388e-22
-299.86799735994725,-5.209753995754748e-22
-299.8559971199424,-3.3542562646333837e-21
-299.8439968799376,-4.788214157222649e-21
-299.83199663993275,9.46116214616611e-22
-299.819996399928,1.5551079824907734e-20
-299.8079961599232,2.992002337485124e-20
-299.7959959199184,2.864733163114219e-20
-299.78399567991363,7.451214236669376e-21
-299.77199543990884,-1.7776718433650203e-20
-299.759995199904,-2.8582333364476303e-20
-299.7479949598992,-3.249821200677611e-20
-299.7359947198944,-6.677023498680679e-20
-299.7239944798896,-1.463198622427472e-19
-299.7119942398848,-1.7200685737373406e-19
-299.69999399988,5.022236725629107e-20
-299.6879937598752,5.333307154200022e-19
-299.6759935198704,8.544196697440236e-19
-299.6639932798656,4.792116884143097e-19
-299.65199303986077,-5.004606182372458e-19
-299.63999279985603,-1.2575908334275277e-18
-299.6279925598512,-1.1120487698817887e-18
-299.6159923198464,-2.903609989345683e-19
-299.6039920798416,4.292523048483846e-19
-299.5919918398368,6.183572338797363e-19
-299.579991599832,4.771267507338661e-19
-299.5679913598272,2.9633502836759013e-19
-299.5559911198224,-2.0596322287034022e-20
-299.5439908798176,-5.512976886759056e-19
-299.53199063981276,-6.537787521463116e-19
-299.519990399808,4.173497334535743e-19
-299.50799015980317,1.9427240070740535e-18
-299.49598991979843,2.0535395194130213e-18
-299.4839896797936,2.6088802801864273e-19
-299.4719894397888,-1.6165894000450152e-18
-299.459989199784,-1.784083744233425e-18
-299.4479889597792,-6.955115706231109e-19
-299.4359887197744,-2.32997089924121e-19
-299.4239884797696,-9.456254363920668e-19
-299.4119882397648,-1.0251544197891318e-18
-299.39998799976,6.315832371250334e-19
-299.3879877597552,1.6647054200390508e-18
-299.37598751975037,1.0050815760217036e-19
-299.3639872797456,-1.1422806941045241e-18
-299.3519870397408,6.946726968874948e-19
-299.33998679973604,2.1797933619702786e-18
-299.3279865597312,-2.5582616666032182e-20
-299.31598631972645,-2.259829633082861e-18
-299.3039860797216,-8.300946679023113e-19
-299.2919858397168,1.1706783409569384e-18
-299.279985599712,3.8154671490784975e-19
-299.2679853597072,-1.123101442323745e-18
-299.25598511970236,-6.884726163663944e-19
-299.24398487969756,6.770843928549236e-19
-299.2319846396928,8.343666569866153e-19
-299.21998439968803,1.694038031343515e-19
-299.20798415968324,8.76181733954734e-19
-299.1959839196784,2.0462366402621813e-18
-299.1839836796736,5.107361507411546e-19
-299.1719834396688,-1.5271122023000013e-18
-299.15998319966394,-2.6960298872426063e-19
-299.1479829596592,3.6430304366298174e-19
-299.1359827196544,-1.8966243444454625e-18
-299.1239824796496,-8.642463498548537e-19
-299.1119822396448,2.5487843725528364e-18
-299.09998199963997,1.1078464221920932e-18
-299.0879817596352,-8.631267503016036e-19
-299.0759815196304,1.3409104160775025e-18
-299.06398127962564,5.731548326960337e-19
-299.0519810396208,-2.5917142525538145e-18
-299.03998079961605,-4.291138382325219e-19
-299.0279805596112,1.5946863412361323e-18
-299.0159803196064,-1.0826095916019786e-18
-299.0039800796016,-1.1023821345106618e-18
-298.9919798395968,6.2352807255297e-19
-298.979979599592,-1.0005577193057212e-18
-298.9679793595872,-8.293098532561615e-19
-298.95597911958237,8.29199111445101e-19
-298.9439788795776,-1.6861713284474318e-18
-298.9319786395728,-2.9448499446992722e-18
-298.919978399568,1.1604472556422555e-19
-298.9079781595632,1.48309451952805e-18
-298.8959779195584,1.6214070382213635e-18
-298.88397767955354,1.8268768190809497e-18
-298.8719774395488,-4.720088811006557e-19
-298.859977199544,-9.13196709583787e-19
-298.8479769595392,1.4485602024746781e-18
-298.8359767195344,-1.4765499855099558e-19
-298.82397647952956,-2.4648641615309663e-18
-298.8119762395248,-7.459754889936553e-19
-298.79997599952,-2.0814487363998545e-19
-298.7879757595152,4.027551935180467e-20
-298.7759755195104,2.7277800199908485e-18
-298.76397527950564,1.0571895360881935e-18
-298.7519750395008,-2.971483577383744e-18
-298.739974799496,-1.0633638615907778e-18
-298.7279745594912,1.224851695819318e-18
-298.7159743194864,-1.3434898905814014e-19
-298.70397407948155,7.161648179594248e-19
-298.6919738394768,9.97711954577262e-19
-298.67997359947196,-2.461790274893642e-18
-298.6679733594672,-2.0498691057410003e-18
-298.6559731194624,2.7365359153340995e-18
-298.6439728794576,4.448045093047853e-18
-298.6319726394528,2.8063469593201822e-18
-298.619972399448,1.1245394557824308e-18
-298.6079721594432,1.0983882267144718e-18
-298.5959719194384,2.2191158469305276e-18
-298.58397167943355,1.166225344897906e-18
-298.5719714394288,-5.479713519917379e-19
-298.559971199424,-2.1589990033975531e-19
-298.5479709594192,-1.8251488336318905e-18
-298.53597071941437,-3.444538699832102e-18
-298.52397047940957,1.0341060712545541e-19
-298.51197023940483,2.464906449925633e-18
-298.4999699994,1.1673396386765863e-18
-298.48796975939524,1.0089854400353851e-18
-298.4759695193904,-1.80614846975521e-18
-298.4639692793856,-5.093378871377338e-18
-298.4519690393808,-1.5194008503728298e-18
-298.43996879937595,-2.58796277346579e-19
-298.42796855937115,-4.384170960379685e-18
-298.41596831936636,-3.531788353665903e-18
-298.4039680793616,-2.927529575749523e-18
-298.3919678393568,-5.353077098691767e-18
-298.379967599352,-1.2728687012364673e-18
-298.3679673593472,5.587416705880124e-19
-298.3559671193424,-4.298405115423405e-18
-298.3439668793376,2.2594644759693945e-19
-298.33196663933273,8.084640455837365e-18
-298.319966399328,5.215994996629398e-18
-298.30796615932314,3.742373992363002e-18
-298.2959659193184,7.604527695828025e-18
-298.2839656793136,5.5398657815777425e-18
-298.2719654393088,7.175607124541794e-19
-298.259965199304,-1.3567939303889027e-18
-298.24796495929917,-1.27436384742895e-18
-298.23596471929443,1.3622724378327427e-18
-298.2239644792896,8.518443661057253e-19
-298.2119642392848,-2.3977169184626375e-18
-298.19996399928,2.6286581013843308e-19
-298.1879637592752,1.3865908481564158e-18
-298.1759635192704,-5.188154483739902e-18
-298.1639632792656,-5.769102055197818e-18
-298.1519630392608,4.0505158638761366e-19
-298.139962799256,5.6448447954081945e-19
-298.12796255925116,2.274679221601458e-19
-298.1159623192464,4.9543024654560115e-18
-298.10396207924157,2.7725547651318235e-18
-298.0919618392368,-5.371456508888929e-18
-298.079961599232,-5.147895827060595e-18
-298.0679613592272,-6.318087786716214e-19
-298.0559611192224,-1.168149118770975e-18
-298.0439608792176,-5.990013082698793e-19
-298.0319606392128,2.322897421233263e-18
-298.019960399208,1.4277964262629e-18
-298.0079601592032,4.429237066260282e-19
-297.9959599191984,1.5214652467487933e-18
-297.98395967919356,9.50359239730355e-19
-297.97195943918877,7.659815957783011e-19
-297.95995919918397,1.5769836077743888e-18
