Time,Amplitude
-6.000000000000000000e+01,3.044475691290514773e-06
-5.987987987987988703e+01,5.725802589337691980e-06
-5.975975975975976695e+01,8.510298503216312562e-06
-5.963963963963963266e+01,2.559750996028958516e-06
-5.951951951951951969e+01,5.790173261964739554e-06
-5.939939939939939961e+01,7.923779959990899047e-06
-5.927927927927928664e+01,1.932077587823303963e-06
-5.915915915915916656e+01,5.692751111494277763e-06
-5.903903903903903228e+01,7.131681194592374202e-06
-5.891891891891891930e+01,1.321666646846443530e-06
-5.879879879879879923e+01,5.373590534111774748e-06
-5.867867867867868625e+01,6.148749287998401817e-06
-5.855855855855856618e+01,7.052664340115061450e-07
-5.843843843843843899e+01,4.957347698117489371e-06
-5.831831831831831181e+01,5.138021365107565642e-06
-5.819819819819819884e+01,1.660265785211583682e-07
-5.807807807807807876e+01,4.484614503656591992e-06
-5.795795795795796579e+01,4.195877465612712954e-06
-5.783783783783783861e+01,2.376989436117646971e-07
-5.771771771771771142e+01,3.956321413422121612e-06
-5.759759759759759845e+01,3.328839676424096834e-06
-5.747747747747747837e+01,5.443496403441705482e-07
-5.735735735735736540e+01,3.446356139610010234e-06
-5.723723723723723822e+01,2.599610602817096456e-06
-5.711711711711711104e+01,7.255297645307696415e-07
-5.699699699699699806e+01,2.938440925537201649e-06
-5.687687687687687799e+01,1.971261322142695156e-06
-5.675675675675676501e+01,8.414161646775524356e-07
-5.663663663663663783e+01,2.489480110374115081e-06
-5.651651651651651065e+01,1.477420971016255389e-06
-5.639639639639639768e+01,8.714043411499618944e-07
-5.627627627627627760e+01,2.067063290813156822e-06
-5.615615615615616463e+01,1.064580612917401391e-06
-5.603603603603603744e+01,8.747925701166860070e-07
-5.591591591591591026e+01,1.715091007508025997e-06
-5.579579579579579018e+01,7.587442890375962694e-07
-5.567567567567567721e+01,8.259451384498000644e-07
-5.555555555555555713e+01,1.391855500848023664e-06
-5.543543543543544416e+01,5.043059478171685334e-07
-5.531531531531531698e+01,7.776370914558335893e-07
-5.519519519519518980e+01,1.135112772774004203e-06
-5.507507507507507682e+01,3.286844812024552787e-07
-5.495495495495495675e+01,6.978527159729357332e-07
-5.483483483483484378e+01,8.996097656227328934e-07
-5.471471471471472370e+01,1.792587149720117839e-07
-5.459459459459458941e+01,6.338149583835575036e-07
-5.447447447447447644e+01,7.213057827564877627e-07
-5.435435435435435636e+01,8.694091555153299015e-08
-5.423423423423424339e+01,5.490476164868503885e-07
-5.411411411411412331e+01,5.543942483257424356e-07
-5.399399399399399613e+01,2.680741487241996005e-09
-5.387387387387388316e+01,4.871687694777583150e-07
-5.375375375375375597e+01,4.347920628524797990e-07
-5.363363363363363590e+01,3.967439450084618935e-08
-5.351351351351352292e+01,4.094598278148127896e-07
-5.339339339339339574e+01,3.177492054097048316e-07
-5.327327327327328277e+01,8.584859483596106157e-08
-5.315315315315315559e+01,3.571849948027861000e-07
-5.303303303303303551e+01,2.397782097412421935e-07
-5.291291291291292254e+01,9.951712161378991085e-08
-5.279279279279280246e+01,2.899111664277468484e-07
-5.267267267267267528e+01,1.565827105264482352e-07
-5.255255255255255520e+01,1.248108778301336297e-07
-5.243243243243243512e+01,2.482571624813689856e-07
-5.231231231231232215e+01,1.058887562272235276e-07
-5.219219219219220207e+01,1.233848789764290324e-07
-5.207207207207207489e+01,1.907423100154829032e-07
-5.195195195195194771e+01,4.403453273561625164e-08
-5.183183183183183473e+01,1.379732032898239259e-07
-5.171171171171171466e+01,1.573194879571738859e-07
-5.159159159159160168e+01,9.405448350324197222e-09
-5.147147147147147450e+01,1.289977113002413221e-07
-5.135135135135134732e+01,1.059241678029833294e-07
-5.123123123123123435e+01,4.111980984168889953e-08
-5.111111111111111427e+01,1.381777022570352308e-07
-5.099099099099100130e+01,7.605855169040876539e-08
-5.087087087087086701e+01,6.865353069099993892e-08
-5.075075075075074693e+01,1.250622114839115998e-07
-5.063063063063063396e+01,2.533004351295869566e-08
-5.051051051051051388e+01,1.157665559561645471e-07
-5.039039039039040091e+01,1.304876129708926087e-07
-5.027027027027027373e+01,7.108843228008745633e-09
-5.015015015015014654e+01,1.430490813193834892e-07
-5.003003003003003357e+01,1.131182150784756238e-07
-4.990990990990991349e+01,6.403893923918575820e-08
-4.978978978978980052e+01,1.925843624228403978e-07
-4.966966966966967334e+01,1.129022369492777615e-07
-4.954954954954954616e+01,1.067172679584728678e-07
-4.942942942942942608e+01,2.244714471594276734e-07
-4.930930930930931311e+01,8.758660293014605764e-08
-4.918918918918919303e+01,1.783330849501813636e-07
-4.906906906906907295e+01,2.802301326934772735e-07
-4.894894894894894577e+01,7.610827778894626787e-08
-4.882882882882882569e+01,2.405542146368962028e-07
-4.870870870870871272e+01,3.192422648650298023e-07
-4.858858858858859264e+01,3.497207537955961066e-08
-4.846846846846846546e+01,3.371091105302811451e-07
-4.834834834834834538e+01,3.822262212948507447e-07
-4.822822822822822530e+01,1.657486639160231514e-09
-4.810810810810811233e+01,4.303422793710426065e-07
-4.798798798798799226e+01,4.276985550295205781e-07
-4.786786786786786507e+01,6.894885829653276694e-08
-4.774774774774775210e+01,5.646895704384322322e-07
-4.762762762762762492e+01,4.953209919180073856e-07
-4.750750750750750484e+01,1.412412464609006760e-07
-4.738738738738739187e+01,7.033246691119297098e-07
-4.726726726726726469e+01,5.426593674503021933e-07
-4.714714714714715171e+01,2.615677819964051723e-07
-4.702702702702702453e+01,8.896652836371407111e-07
-4.690690690690690445e+01,6.050283394276168760e-07
-4.678678678678679148e+01,4.003462331876785743e-07
-4.666666666666666430e+01,1.091651238902264156e-06
-4.654654654654654422e+01,6.421284483433449391e-07
-4.642642642642642414e+01,6.029771396304239262e-07
-4.630630630630630407e+01,1.350508048172023922e-06
-4.618618618618619109e+01,6.855455353916551677e-07
-4.606606606606607102e+01,8.423032387668582728e-07
-4.594594594594594383e+01,1.631896944937046636e-06
-4.582582582582581665e+01,6.877855889365721943e-07
-4.570570570570570368e+01,1.171936872973552015e-06
-4.558558558558558360e+01,1.981522905011268477e-06
-4.546546546546547063e+01,6.800113344456523901e-07
-4.534534534534535055e+01,1.566561401254241406e-06
-4.522522522522523047e+01,2.363747667369445418e-06
-4.510510510510510329e+01,6.093899665793865916e-07
-4.498498498498498321e+01,2.085357896298284053e-06
-4.486486486486487024e+01,2.825309276746662567e-06
-4.474474474474475016e+01,5.026459199623982893e-07
-4.462462462462462298e+01,2.708948543476682220e-06
-4.450450450450450290e+01,3.332681293282163285e-06
-4.438438438438438283e+01,3.031919987074769623e-07
-4.426426426426426985e+01,3.503269859555633305e-06
-4.414414414414414978e+01,3.936951533853251024e-06
-4.402402402402403681e+01,3.584009559056611035e-08
-4.390390390390390962e+01,4.456466902038043664e-06
-4.378378378378378244e+01,4.612485928767160365e-06
-4.366366366366366947e+01,3.542481395017132431e-07
-4.354354354354354939e+01,5.641312899891375105e-06
-4.342342342342342931e+01,5.421081010747354116e-06
-4.330330330330330924e+01,8.358007810884049154e-07
-4.318318318318318916e+01,7.046943619365572824e-06
-4.306306306306306197e+01,6.342447416823746836e-06
-4.294294294294294900e+01,1.450311940139526249e-06
-4.282282282282282893e+01,8.704803829555640365e-06
-4.270270270270270885e+01,7.365841812584802884e-06
-4.258258258258258877e+01,2.178466745050301842e-06
-4.246246246246246159e+01,1.036713088584128110e-05
-4.234234234234234862e+01,8.047954113471205860e-06
-4.222222222222222854e+01,2.370622662770601832e-06
-4.210210210210210846e+01,6.073881321824024030e-06
-4.198198198198198838e+01,1.177345626564423471e-05
-4.186186186186186120e+01,5.068525877452204043e-05
-4.174174174174174823e+01,9.125417613366839124e-05
-4.162162162162162815e+01,1.083301898562234766e-04
-4.150150150150150807e+01,9.063033071205284035e-05
-4.138138138138138800e+01,4.985520260107311461e-05
-4.126126126126126081e+01,1.126128559027820850e-05
-4.114114114114114074e+01,6.016555424914902522e-06
-4.102102102102102776e+01,1.920903902536203270e-06
-4.090090090090090769e+01,8.458608797765939112e-06
-4.078078078078078761e+01,1.040563621720373295e-05
-4.066066066066066043e+01,1.858473760121138178e-06
-4.054054054054054035e+01,7.727908449754091196e-06
-4.042042042042042738e+01,8.776570918261204343e-06
-4.030030030030030730e+01,1.171392201750846744e-06
-4.018018018018018722e+01,6.711482424159068354e-06
-4.006006006006006004e+01,7.158114928080974723e-06
-3.993993993993993996e+01,5.729477119381486125e-07
-3.981981981981982699e+01,5.821205029721874285e-06
-3.969969969969970691e+01,5.792833819818538555e-06
-3.957957957957958683e+01,8.701640984252607466e-08
-3.945945945945945255e+01,5.063968091494760950e-06
-3.933933933933933957e+01,4.647637710919773572e-06
-3.921921921921921950e+01,3.290556530499402855e-07
-3.909909909909910652e+01,4.460640623896800992e-06
-3.897897897897898645e+01,3.731931558623535814e-06
-3.885885885885885216e+01,6.470658094327049554e-07
-3.873873873873873919e+01,3.951056933795799851e-06
-3.861861861861861911e+01,2.970722085015304358e-06
-3.849849849849850614e+01,9.262945510593639431e-07
-3.837837837837838606e+01,3.562802518225074477e-06
-3.825825825825825888e+01,2.372530388888193092e-06
-3.813813813813813880e+01,1.147717810705770781e-06
-3.801801801801801872e+01,3.246828148558154924e-06
-3.789789789789789154e+01,1.866739144514723675e-06
-3.777777777777778567e+01,1.375072314789098561e-06
-3.765765765765765849e+01,3.038495027073647467e-06
-3.753753753753753131e+01,1.466284130251313059e-06
-3.741741741741741833e+01,1.590334391005843860e-06
-3.729729729729729115e+01,2.892483864001180511e-06
-3.717717717717718529e+01,1.103382868073605468e-06
-3.705705705705705810e+01,1.856730919750741370e-06
-3.693693693693693092e+01,2.845106948687779196e-06
-3.681681681681681795e+01,7.920896227748011004e-07
-3.669669669669669076e+01,2.155268727273011097e-06
-3.657657657657658490e+01,2.849937143825728561e-06
-3.645645645645645061e+01,4.640110906767437170e-07
-3.633633633633633053e+01,2.546609480264811700e-06
-3.621621621621621756e+01,2.932805454492967446e-06
-3.609609609609609748e+01,1.081250648202272704e-07
-3.597597597597598451e+01,3.061083452760975578e-06
-3.585585585585585733e+01,3.134878743919698121e-06
-3.573573573573573725e+01,2.012755173357121417e-07
-3.561561561561561717e+01,3.549234142895504635e-06
-3.549549549549549710e+01,3.207406189344245934e-06
-3.537537537537538412e+01,7.889610844834475024e-07
-3.525525525525526405e+01,4.350317517385616408e-06
-3.513513513513513686e+01,3.446679382094902767e-06
-3.501501501501500968e+01,1.418221277784739633e-06
-3.489489489489489671e+01,5.266739956875597866e-06
-3.477477477477477663e+01,3.675805073068392093e-06
-3.465465465465465655e+01,2.229338635319881200e-06
-3.453453453453454358e+01,6.363327171493504384e-06
-3.441441441441440929e+01,3.868390561091533824e-06
-3.429429429429429632e+01,3.301345514144858500e-06
-3.417417417417417624e+01,7.701725797069595376e-06
-3.405405405405406327e+01,4.028405658413690287e-06
-3.393393393393394319e+01,4.659865554266009256e-06
-3.381381381381381601e+01,9.269127019534212434e-06
-3.369369369369369593e+01,4.069362491120198999e-06
-3.357357357357357586e+01,6.424019510749601788e-06
-3.345345345345346288e+01,1.113566449278303908e-05
-3.333333333333334281e+01,3.974575896078576541e-06
