time,field
-60.0,-0.0
-59.87987987987989,-0.0
-59.75975975975977,-0.0
-59.63963963963963,-0.0
-59.51951951951952,-0.0
-59.3993993993994,-0.0
-59.27927927927929,-0.0
-59.15915915915917,-0.0
-59.03903903903903,-0.0
-58.91891891891892,-0.0
-58.7987987987988,-0.0
-58.678678678678686,-0.0
-58.558558558558566,-0.0
-58.43843843843844,-0.0
-58.31831831831831,-0.0
-58.1981981981982,-0.0
-58.07807807807808,-0.0
-57.957957957957966,-0.0
-57.83783783783784,-0.0
-57.71771771771771,0.0
-57.5975975975976,0.0
-57.47747747747748,0.0
-57.357357357357365,0.0
-57.23723723723724,0.0
-57.11711711711711,0.0
-56.996996996997,0.0
-56.87687687687688,0.0
-56.756756756756765,0.0
-56.63663663663664,0.0
-56.51651651651651,0.0
-56.3963963963964,0.0
-56.27627627627628,0.0
-56.156156156156165,0.0
-56.03603603603604,0.0
-55.91591591591591,0.0
-55.79579579579579,0.0
-55.67567567567568,0.0
-55.55555555555556,0.0
-55.435435435435444,0.0
-55.31531531531532,0.0
-55.19519519519519,0.0
-55.07507507507508,0.0
-54.95495495495496,-0.0
-54.834834834834844,-0.0
-54.714714714714724,-0.0
-54.59459459459459,-0.0
-54.474474474474476,-0.0
-54.354354354354356,-0.0
-54.23423423423424,-0.0
-54.11411411411412,-0.0
-53.993993993993996,-0.0
-53.87387387387388,-0.0
-53.753753753753756,-0.0
-53.633633633633636,-0.0
-53.51351351351352,-0.0
-53.393393393393396,-0.0
-53.27327327327328,-0.0
-53.153153153153156,-0.0
-53.033033033033036,-0.0
-52.91291291291292,-0.0
-52.7927927927928,-0.0
-52.672672672672675,-0.0
-52.552552552552555,-0.0
-52.432432432432435,-0.0
-52.31231231231232,-0.0
-52.1921921921922,-0.0
-52.072072072072075,0.0
-51.95195195195195,0.0
-51.831831831831835,0.0
-51.711711711711715,0.0
-51.5915915915916,0.0
-51.471471471471475,0.0
-51.35135135135135,0.0
-51.231231231231234,0.0
-51.111111111111114,0.0
-50.990990990991,0.0
-50.87087087087087,0.0
-50.75075075075075,0.0
-50.630630630630634,0.0
-50.510510510510514,0.0
-50.3903903903904,0.0
-50.270270270270274,0.0
-50.15015015015015,0.0
-50.030030030030034,0.0
-49.90990990990991,0.0
-49.7897897897898,0.0
-49.66966966966967,0.0
-49.549549549549546,0.0
-49.429429429429426,0.0
-49.30930930930931,-0.0
-49.18918918918919,-0.0
-49.06906906906907,-0.0
-48.948948948948946,-0.0
-48.828828828828826,-0.0
-48.70870870870871,-0.0
-48.58858858858859,-0.0
-48.468468468468465,-0.0
-48.348348348348345,-0.0
-48.228228228228225,-0.0
-48.10810810810811,-0.0
-47.98798798798799,-0.0
-47.867867867867865,-0.0
-47.74774774774775,-0.0
-47.627627627627625,-0.0
-47.507507507507505,-0.0
-47.38738738738739,-0.0
-47.267267267267265,-0.0
-47.14714714714715,-0.0
-47.027027027027025,-0.0
-46.906906906906904,-0.0
-46.78678678678679,-0.0
-46.666666666666664,-0.0
-46.546546546546544,-0.0
-46.426426426426424,0.0
-46.306306306306304,0.0
-46.18618618618619,0.0
-46.06606606606607,0.0
-45.945945945945944,0.0
-45.82582582582582,0.0
-45.705705705705704,0.0
-45.585585585585584,0.0
-45.46546546546547,0.0
-45.34534534534535,0.0
-45.22522522522523,0.0
-45.1051051051051,0.0
-44.98498498498498,0.0
-44.86486486486487,0.0
-44.74474474474475,0.0
-44.62462462462462,0.0
-44.5045045045045,0.0
-44.38438438438438,0.0
-44.26426426426427,0.0
-44.14414414414415,0.0
-44.02402402402404,0.0
-43.90390390390391,0.0
-43.78378378378378,0.0
-43.66366366366367,-0.0
-43.54354354354355,-0.0
-43.42342342342343,-0.0
-43.30330330330331,-0.0
