time,field
-60.0,4.07435986125461e-7
-59.75951903807615,6.907908737514716e-7
-59.51903807615231,1.135664589002998e-6
-59.27855711422846,1.7186632934668014e-6
-59.038076152304605,2.3189112605547843e-6
-58.797595190380775,2.682461108632299e-6
-58.55711422845692,2.517969530400618e-6
-58.31663326653307,1.7249656135167565e-6
-58.076152304609224,5.442501272603682e-7
-57.83567134268537,-5.720629574604594e-7
-57.59519038076152,-1.2727823433577267e-6
-57.35470941883767,-1.497929672017682e-6
-57.114228456913835,-1.4084158915512303e-6
-56.87374749498998,-1.2009145685585199e-6
-56.63326653306613,-9.993723080797725e-7
-56.39278557114229,-8.610346363409238e-7
-56.15230460921844,-8.323745613223859e-7
-55.91182364729458,-1.0017454625609728e-6
-55.67134268537074,-1.521731509021139e-6
-55.430861723446895,-2.5727484058004433e-6
-55.190380761523045,-4.249665854490222e-6
-54.9498997995992,-6.3999252426821675e-6
-54.70941883767535,-8.491981263583106e-6
-54.4689378757515,-9.588781501184514e-6
-54.22845691382766,-8.435560591033858e-6
-53.98797595190381,-3.642059505144832e-6
-53.747494989979955,5.942091534579771e-6
-53.507014028056126,2.043342771190572e-5
-53.26653306613227,3.780425244446438e-5
-53.026052104208425,5.340074436717275e-5
-52.785571142284574,6.13333537858523e-5
-52.54509018036073,5.762031846636992e-5
-52.30460921843687,4.2880151563190834e-5
-52.06412825651303,2.2158790428323177e-5
-51.823647294589186,1.917312338540844e-6
-51.58316633266533,-1.3285806301312386e-5
-51.342685370741485,-2.207817710671436e-5
-51.10220440881764,-2.5475175614650215e-5
-50.86172344689379,-2.551986774050511e-5
-50.62124248496995,-2.4507340210143214e-5
-50.380761523046104,-2.4844683779113878e-5
-50.140280561122246,-2.9056654452996005e-5
-49.899799599198396,-3.947831599552814e-5
-49.65931863727456,-5.739438339601794e-5
-49.41883767535071,-8.170758687595409e-5
-49.17835671342685,-0.00010759740856432122
-48.937875751503014,-0.0001258125051048233
-48.697394789579164,-0.00012309022460261707
-48.456913827655306,-8.408241884018592e-5
-48.21643286573146,4.476075783648278e-6
-47.97595190380762,0.00014658266370141924
-47.73547094188377,0.00032831982789181883
-47.494989979959925,0.0005138272796452693
-47.25450901803608,0.0006533528028139648
-47.014028056112224,0.0007037072914545953
-46.77354709418837,0.0006498861279042928
-46.53306613226454,0.0005127329242138027
-46.292585170340686,0.00033721163398593723
-46.05210420841683,0.00017036373255437196
-45.81162324649299,4.357861018347767e-5
-45.57114228456914,-3.302251744375231e-5
-45.330661322645284,-6.65159658941379e-5
-45.090180360721455,-7.413529727652865e-5
-44.8496993987976,-7.743623527397334e-5
-44.609218436873746,-9.790334838614403e-5
-44.3687374749499,-0.00015247965243927778
-44.12825651302606,-0.0002479131969133819
-43.8877755511022,-0.0003742994798572353
-43.64729458917836,-0.0004998624594310798
-43.406813627254515,-0.0005698835293384812
-43.16633266533066,-0.0005123465634766892
-42.92585170340681,-0.00025230833925539854
-42.68537074148297,0.0002631950879764617
